osm_type,osm_id,lat,lon,name,amenity,shop,tourism,leisure,office,public_transport,railway,highway,service_category
node,4706085172,41.765166,-87.6542293,Racine & 71st Street,,,,,,platform,,bus_stop,transit
node,4706085173,41.7851673,-87.6547393,Racine & 60th Street,,,,,,platform,,bus_stop,transit
node,4706085175,41.7722161,-87.6542096,Racine & Marquette,,,,,,platform,,bus_stop,transit
node,4706085176,41.8088166,-87.6556742,47th Street & Racine,,,,,,platform,,bus_stop,transit
node,4706085177,41.8306426,-87.6410993,Wallace & 35th Street,,,,,,platform,,bus_stop,transit
node,4706085178,41.7924628,-87.6549298,Racine & 56th Street,,,,,,platform,,bus_stop,transit
node,4706085180,41.7740794,-87.6542793,Racine & 66th Street,,,,,,platform,,bus_stop,transit
node,4706085182,41.8191389,-87.6410323,Wallace & Root,,,,,,platform,,bus_stop,transit
node,4706085183,41.7961372,-87.6550117,Racine & 54th Street,,,,,,platform,,bus_stop,transit
node,4706085186,41.8084808,-87.6553484,Racine & 47th Street,,,,,,platform,,bus_stop,transit
node,4706085187,41.7779157,-87.6545464,Racine & 64th Street,,,,,,platform,,bus_stop,transit
node,4706085188,41.7936166,-87.6549686,Racine & Garfield,,,,,,platform,,bus_stop,transit
node,4706085289,41.8086999,-87.653006,47th Street & Aberdeen,,,,,,platform,,bus_stop,transit
node,4706085291,41.7959003,-87.6548265,Racine & 54th Street,,,,,,platform,,bus_stop,transit
node,4706085292,41.8270573,-87.6410336,Wallace & 37th Street,,,,,,platform,,bus_stop,transit
node,4706085294,41.8088946,-87.6501784,47th Street & Morgan,,,,,,platform,,bus_stop,transit
node,4706085296,41.7724979,-87.6544592,Racine & Marquette,,,,,,platform,,bus_stop,transit
node,4706085298,41.7979499,-87.6550679,Racine & 53rd Street,,,,,,platform,,bus_stop,transit
node,4706085299,41.7976988,-87.6548734,Racine & 53rd Street,,,,,,platform,,bus_stop,transit
node,4706085300,41.7922327,-87.654734,Racine & 56th Street,,,,,,platform,,bus_stop,transit
node,4706085302,41.8252298,-87.6410077,Wallace & 38th Street,,,,,,platform,,bus_stop,transit
node,4706085305,41.7742633,-87.654443,Racine & 66th Street,,,,,,platform,,bus_stop,transit
node,4706085306,41.7631457,-87.6539869,Racine & 72nd Street,,,,,,platform,,bus_stop,transit
node,4706085308,41.7906389,-87.6548841,Racine & 57th Street,,,,,,platform,,bus_stop,transit
node,4706085309,41.779484,-87.6544014,Racine & 63rd Street,,,,,,platform,,bus_stop,transit
node,4706085312,41.8197646,-87.6408781,Wallace & 41st Street,,,,,,platform,,bus_stop,transit
node,4706085313,41.7833473,-87.6546964,Racine & 61st Street,,,,,,platform,,bus_stop,transit
node,4706085314,41.8232786,-87.6411624,Wallace & Pershing,,,,,,platform,,bus_stop,transit
node,4706085315,41.8089746,-87.6460236,47th Street & Halsted,,,,,,platform,,bus_stop,transit
node,4706085316,41.8233835,-87.6409652,Wallace & Pershing,,,,,,platform,,bus_stop,transit
node,4706085317,41.834354,-87.6412254,Wallace & 33rd Street,,,,,,platform,,bus_stop,transit
node,4706085318,41.8323336,-87.641381,3406 S Wallace,,,,,,platform,,bus_stop,transit
node,4706085320,41.7815402,-87.6546535,Racine & 62nd Street,,,,,,platform,,bus_stop,transit
node,4706085323,41.7615181,-87.654113,Racine & 73rd Street,,,,,,platform,,bus_stop,transit
node,4706085325,41.7797341,-87.6546039,Racine & 63rd Street,,,,,,platform,,bus_stop,transit
node,4706085328,41.7849692,-87.6545576,Racine & 60th Street,,,,,,platform,,bus_stop,transit
node,4706085329,41.7758706,-87.654329,Racine & 65th Street,,,,,,platform,,bus_stop,transit
node,4706085331,41.8016407,-87.6549716,Racine & 51st Street,,,,,,platform,,bus_stop,transit
node,4706085334,41.8088466,-87.6526781,47th Street & Aberdeen,,,,,,platform,,bus_stop,transit
node,4706085337,41.7904063,-87.6546907,Racine & 57th Street,,,,,,platform,,bus_stop,transit
node,4706085344,41.8291149,-87.6412777,Wallace & 36th Street,,,,,,platform,,bus_stop,transit
node,4706085345,41.801256,-87.6551595,Racine & 51st Street,,,,,,platform,,bus_stop,transit
node,4706085346,41.8070134,-87.6553066,Racine & 48th Street,,,,,,platform,,bus_stop,transit
node,4706085348,41.8087286,-87.6505834,47th Street & Morgan,,,,,,platform,,bus_stop,transit
node,4706085350,41.7867501,-87.6545825,Racine & 59th Street,,,,,,platform,,bus_stop,transit
node,4706085356,41.7706167,-87.6543571,Racine & 68th Street,,,,,,platform,,bus_stop,transit
node,4706085357,41.7943804,-87.6547809,Racine & Garfield,,,,,,platform,,bus_stop,transit
node,4706085358,41.7813282,-87.654463,Racine & 62nd Street,,,,,,platform,,bus_stop,transit
node,4706085367,41.8272791,-87.6412388,Wallace & 37th Street,,,,,,platform,,bus_stop,transit
node,4706085368,41.7633427,-87.654164,Racine & 72nd Street,,,,,,platform,,bus_stop,transit
node,4706085370,41.7669926,-87.6542688,Racine & 70th Street,,,,,,platform,,bus_stop,transit
node,4706085372,41.7667708,-87.6540875,Racine & 70th Street,,,,,,platform,,bus_stop,transit
node,4706085375,41.8087706,-87.6457259,47th Street & Halsted,,,,,,platform,,bus_stop,transit
node,4706085377,41.7704297,-87.6541801,Racine & 68th Street,,,,,,platform,,bus_stop,transit
node,4706085378,41.7760796,-87.6544994,Racine & 65th Street,,,,,,platform,,bus_stop,transit
node,4706085381,41.8310085,-87.64133,Wallace & 35th Street,,,,,,platform,,bus_stop,transit
node,4706085383,41.7936649,-87.6547742,Racine & Garfield,,,,,,platform,,bus_stop,transit
node,4706085384,41.8031745,-87.6550022,Racine & 50th Street,,,,,,platform,,bus_stop,transit
node,4707766221,41.779845,-87.6346724,63rd Street & Stewart,,,,,,platform,,bus_stop,transit
node,4707766222,41.7801071,-87.6190543,63rd Street & Prairie,,,,,,platform,,bus_stop,transit
node,4707766224,41.7799429,-87.637343,63rd Street & Normal,,,,,,platform,,bus_stop,transit
node,4707766225,41.779839,-87.6319768,63rd Street & Yale (Red Line),,,,,,platform,,bus_stop,transit
node,4707766226,41.7801225,-87.6218248,63rd Street & Michigan,,,,,,platform,,bus_stop,transit
node,4707766227,41.779403,-87.6639085,63rd Street & Ashland (Green Line),,,,,,platform,,bus_stop,transit
node,4707766228,41.779633,-87.6474692,63rd Street & Peoria,,,,,,platform,,bus_stop,transit
node,4707766229,41.7794691,-87.6595237,63rd Street & Loomis,,,,,,platform,,bus_stop,transit
node,4707766231,41.7799694,-87.6223182,63rd Street & Michigan,,,,,,platform,,bus_stop,transit
node,4707766234,41.7801431,-87.6251505,63rd Street & State,,,,,,platform,,bus_stop,transit
node,4707766235,41.779583,-87.6616661,63rd Street & Laflin,,,,,,platform,,bus_stop,transit
node,4707766236,41.7796139,-87.6492583,63rd Street & Morgan,,,,,,platform,,bus_stop,transit
node,4707766237,41.7798062,-87.6376828,63rd Street & Normal,,,,,,platform,,bus_stop,transit
node,4707766238,41.779711,-87.6421638,63rd Street & Union,,,,,,platform,,bus_stop,transit
node,4707766239,41.7800814,-87.6235204,63rd Street & Wabash,,,,,,platform,,bus_stop,transit
node,4707766240,41.779583,-87.6522125,63rd Street & Aberdeen,,,,,,platform,,bus_stop,transit
node,4707766241,41.7796757,-87.6441921,63rd Street & Halsted (Green Line),,,,,,platform,,bus_stop,transit
node,4707766245,41.7798854,-87.643028,63rd Street & Union,,,,,,platform,,bus_stop,transit
node,4707766248,41.779753,-87.6500174,63rd Street & Morgan,,,,,,platform,,bus_stop,transit
node,4707766249,41.7802192,-87.6201261,63rd Street & Indiana,,,,,,platform,,bus_stop,transit
node,4707766251,41.7800091,-87.6207383,63rd Street & Indiana,,,,,,platform,,bus_stop,transit
node,4707766254,41.7799441,-87.6238671,63rd Street & Wabash,,,,,,platform,,bus_stop,transit
node,4707766255,41.7800371,-87.6310809,63rd Street Red Line Station,,,,,,platform,,bus_stop,transit
node,4707766256,41.7800221,-87.6322833,63rd Street & Yale,,,,,,platform,,bus_stop,transit
node,4707766257,41.779749,-87.6405413,63rd Street & Lowe,,,,,,platform,,bus_stop,transit
node,4707766260,41.7795391,-87.6546979,63rd Street & Racine,,,,,,platform,,bus_stop,transit
node,4707766261,41.7796825,-87.6550202,63rd Street & Racine,,,,,,platform,,bus_stop,transit
node,4707766262,41.7793811,-87.6644914,63rd Street & Ashland,,,,,,platform,,bus_stop,transit
node,4707766263,41.7796319,-87.6591999,63rd Street & Loomis,,,,,,platform,,bus_stop,transit
node,4707766264,41.7799971,-87.6348226,63rd Street & Stewart,,,,,,platform,,bus_stop,transit
node,4707766265,41.779981,-87.6248904,63rd Street & State,,,,,,platform,,bus_stop,transit
node,4707766266,41.7797179,-87.651962,63rd Street & Aberdeen,,,,,,platform,,bus_stop,transit
node,4707766268,41.7798189,-87.6476599,63rd Street & Peoria,,,,,,platform,,bus_stop,transit
node,4707766270,41.7798851,-87.6296998,63rd Street & Wentworth,,,,,,platform,,bus_stop,transit
node,4707766271,41.779545,-87.6649733,63rd Street & Ashland,,,,,,platform,,bus_stop,transit
node,4707766272,41.779441,-87.6619263,63rd Street & Laflin,,,,,,platform,,bus_stop,transit
node,4707766273,41.7802579,-87.6186496,63rd Street & Prairie,,,,,,platform,,bus_stop,transit
node,4707766275,41.7799051,-87.6407476,63rd Street & Lowe,,,,,,platform,,bus_stop,transit
node,4707766276,41.7795079,-87.6570917,63rd Street & Throop,,,,,,platform,,bus_stop,transit
node,4707766278,41.7796559,-87.6569039,63rd Street & Throop,,,,,,platform,,bus_stop,transit
node,4707766280,41.7800609,-87.6299675,63rd Street & Wentworth,,,,,,platform,,bus_stop,transit
node,4712315238,41.810614,-87.6606688,Whiner Beer Co.,bar,,,,,,,,food_drink
node,4730128503,41.7646085,-87.6639362,Ashland & 71st Street,,,,,,platform,,bus_stop,transit
node,4730128504,41.7828196,-87.6644404,Ashland & 61st Street,,,,,,platform,,bus_stop,transit
node,4730128505,41.7665905,-87.6637034,Ashland & 70th Street,,,,,,platform,,bus_stop,transit
node,4730128506,41.7668303,-87.6639801,Ashland & 70th Street,,,,,,platform,,bus_stop,transit
node,4730128509,41.7789825,-87.6640565,Ashland/63rd Green Line Station,,,,,,platform,,bus_stop,transit
node,4730128512,41.759157,-87.6637899,Ashland & 74th Street,,,,,,platform,,bus_stop,transit
node,4730128513,41.7613784,-87.6638338,Ashland & 73rd Street,,,,,,platform,,bus_stop,transit
node,4730128514,41.7829945,-87.6641653,Ashland & 61st Street,,,,,,platform,,bus_stop,transit
node,4730128516,41.7648033,-87.6636428,Ashland & 71st Street,,,,,,platform,,bus_stop,transit
node,4730128517,41.7593252,-87.6634969,Ashland & 74th Street,,,,,,platform,,bus_stop,transit
node,4730128522,41.7741276,-87.6642095,Ashland & 66th Street,,,,,,platform,,bus_stop,transit
node,4730128525,41.7611763,-87.6635651,Ashland & 73rd Street,,,,,,platform,,bus_stop,transit
node,4730128527,41.7759465,-87.6642598,Ashland & 65th Street,,,,,,platform,,bus_stop,transit
node,4730128529,41.7718569,-87.6641645,Ashland & Marquette,,,,,,platform,,bus_stop,transit
node,4730128533,41.7792471,-87.6643767,Ashland & 63rd Street,,,,,,platform,,bus_stop,transit
node,4730128535,41.7724923,-87.663854,Ashland & Marquette,,,,,,platform,,bus_stop,transit
node,4730128537,41.7757073,-87.6639664,Ashland & 65th Street,,,,,,platform,,bus_stop,transit
node,4730128539,41.7738959,-87.6639225,Ashland & 66th Street,,,,,,platform,,bus_stop,transit
node,4730151019,41.8016165,-87.664638,Ashland & 51st Street,,,,,,platform,,bus_stop,transit
node,4730151020,41.7975302,-87.6645415,Ashland & 53rd Street,,,,,,platform,,bus_stop,transit
node,4730151021,41.7902626,-87.6643311,Ashland & 57th Street,,,,,,platform,,bus_stop,transit
node,4730151022,41.7870966,-87.6642487,Ashland & 59th Street,,,,,,platform,,bus_stop,transit
node,4730151023,41.7943037,-87.664437,Ashland & Garfield,,,,,,platform,,bus_stop,transit
node,4730151024,41.7993869,-87.664594,Ashland & 52nd Street,,,,,,platform,,bus_stop,transit
node,4730151025,41.7933382,-87.6647309,Ashland & Garfield,,,,,,platform,,bus_stop,transit
node,4730151026,41.7996397,-87.6648927,Ashland & 52nd Street,,,,,,platform,,bus_stop,transit
node,4730151027,41.7905188,-87.664643,Ashland & 57th Street,,,,,,platform,,bus_stop,transit
node,4730151028,41.7868883,-87.6645601,Ashland & 59th Street,,,,,,platform,,bus_stop,transit
node,4730151029,41.8014565,-87.6649458,Ashland & 51st Street,,,,,,platform,,bus_stop,transit
node,4730151030,41.7973935,-87.6648315,Ashland & 53rd Street,,,,,,platform,,bus_stop,transit
node,4730192538,41.818132,-87.6650511,Ashland & 42nd Street,,,,,,platform,,bus_stop,transit
node,4730192539,41.8089425,-87.6648231,Ashland & 47th Street,,,,,,platform,,bus_stop,transit
node,4730192540,41.805291,-87.6647306,Ashland & 49th Street,,,,,,platform,,bus_stop,transit
node,4730192542,41.8070525,-87.6647886,Ashland & 48th Street,,,,,,platform,,bus_stop,transit
node,4730192547,41.8178308,-87.665333,Ashland & 42nd Street,,,,,,platform,,bus_stop,transit
node,4730192548,41.8235882,-87.6652474,Ashland & Pershing,,,,,,platform,,bus_stop,transit
node,4730192549,41.8119173,-87.6651946,Ashland & 45th Street,,,,,,platform,,bus_stop,transit
node,4730192550,41.8124932,-87.6649259,Ashland & 45th Street,,,,,,platform,,bus_stop,transit
node,4730192551,41.8271658,-87.6653329,Ashland & 37th Street,,,,,,platform,,bus_stop,transit
node,4730192553,41.8156283,-87.6649672,Ashland & 43rd Street,,,,,,platform,,bus_stop,transit
node,4730192556,41.8083011,-87.6651202,Ashland & 47th Street,,,,,,platform,,bus_stop,transit
node,4730192558,41.8064976,-87.6650529,Ashland & 48th Street,,,,,,platform,,bus_stop,transit
node,4730192559,41.8160578,-87.6653199,Ashland & 43rd Street,,,,,,platform,,bus_stop,transit
node,4730192560,41.8102886,-87.6648625,Ashland & 46th Street,,,,,,platform,,bus_stop,transit
node,4730192563,41.8052309,-87.6650298,Ashland & 49th Street,,,,,,platform,,bus_stop,transit
node,4730192568,41.8099544,-87.6647254,Dollar Tree,,variety_store,,,,,,,retail
node,4730192569,41.8105231,-87.665166,Ashland & 46th Street,,,,,,platform,,bus_stop,transit
node,4730192570,41.834382,-87.6639425,Dollar Tree,,variety_store,,,,,,,retail
node,4812431298,41.7836711,-87.6240247,61st Street & Wabash,,,,,,platform,,bus_stop,transit
node,4812431299,41.783893,-87.6187565,61st Street & Prairie,,,,,,platform,,bus_stop,transit
node,4812431300,41.7838812,-87.6203765,61st Street & Indiana,,,,,,platform,,bus_stop,transit
node,4812431301,41.7836832,-87.6224387,61st Street & Michigan,,,,,,platform,,bus_stop,transit
node,4812431302,41.7856669,-87.6210172,60th Street & Indiana,,,,,,platform,,bus_stop,transit
node,4812431303,41.7856139,-87.6252,60th Street & State,,,,,,platform,,bus_stop,transit
node,4812431304,41.7837461,-87.6191814,61st Street & Prairie,,,,,,platform,,bus_stop,transit
node,4812439478,41.7872669,-87.6257432,59th Street & State,,,,,,platform,,bus_stop,transit
node,4812439479,41.7874348,-87.625931,59th Street & State,,,,,,platform,,bus_stop,transit
