end_station_name,end_lat,end_lng
Big Marsh Park,41.68587705562333,-87.57382392883301
Bissell St & Armitage Ave*,41.9182955629354,-87.65218332409859
Blackstone Ave & 59th St,41.787877,-87.590461
Blackstone Ave & Hyde Park Blvd,41.802562,-87.590368
Blue Island Ave & 18th St,41.857556,-87.661535
Bosworth Ave & Howard St,42.019537,-87.669563
Bradley Park,41.717878301935,-87.56459176540375
Broadway & Argyle St,41.97423,-87.65977350000001
Broadway & Barry Ave,41.93758231600629,-87.6440978050232
Broadway & Belmont Ave,41.94010600392988,-87.6454510048789
Broadway & Berwyn Ave,41.97836100000001,-87.659789
Broadway & Cornelia Ave,41.945529,-87.646439
Broadway & Cuyler Ave,41.955417,-87.6515
Broadway & Granville Ave,41.9947796884,-87.6602845349
Broadway & Oakdale Ave,41.93558083163717,-87.64404965678466
Broadway & Ridge Ave,41.9840446107,-87.6602738295
Broadway & Roscoe Ave,41.94360000000001,-87.64532000000001
Broadway & Sheridan Rd,41.952833,-87.649993
Broadway & Sunnyside Ave,41.963419,-87.656069
Broadway & Thorndale Ave,41.98974251144,-87.6601406209
Broadway & Waveland Ave,41.949074,-87.648636
Broadway & Wilson Ave,41.965221,-87.658139
Buckingham Fountain,41.87130745884732,-87.62309887518705
Budlong Woods Library,41.98366470886,-87.6964225611
Burley Ave & 85th St,41.74117,-87.54518
Burley Ave & 91st St,41.73054,-87.54558
Burling St & Armitage Ave,41.918079999999996,-87.64728
Burling St & Diversey Pkwy,41.93314,-87.64776
Burling St & Diversey Pkwy*,41.93314,-87.64776
Burnham Greenway & 105th St,41.7045750872071,-87.52823173999786
Burnham Greenway & 112th St,41.69177385116831,-87.53043115139008
Burnham Harbor,41.85741178707404,-87.61379152536392
California & 16th St,41.859228,-87.695562
California Ave & 21st St,41.8537957934734,-87.69582286477088
California Ave & 23rd Pl,41.84910969176,-87.69513980680001
California Ave & 26th St,41.8436799145765,-87.69496858119965
California Ave & 29th St,41.840222,-87.694129
California Ave & 36th St,41.828098,-87.694684
California Ave & 41st St,41.81867,-87.69441
California Ave & 71st St,41.764748,-87.693121
California Ave & Altgeld St,41.92669,-87.697668
California Ave & Byron St,41.95216219326,-87.698051113
California Ave & Cortez St,41.900363,-87.696704
California Ave & Division St,41.903029000000004,-87.697474
California Ave & Fletcher St,41.93842879148,-87.698007756
California Ave & Francis Pl,41.91849116331977,-87.69742283132375
California Ave & Granville Ave,41.9941803,-87.6995596
California Ave & Lake St,41.88445395657,-87.6962981368
California Ave & Madison St,41.88098,-87.69598
California Ave & Marquette Rd,41.771611,-87.693331
California Ave & Milwaukee Ave,41.922695,-87.697153
California Ave & Montrose Ave,41.961068,-87.69543899999998
California Ave & North Ave,41.910044,-87.697167
California Ave & Touhy Ave,42.0120368,-87.7004371
California Ave & Winona St,41.97471199999999,-87.697852
Calumet Ave & 18th St,41.85761755293753,-87.61941075325012
Calumet Ave & 21st St,41.85418424947,-87.6191537415
Calumet Ave & 33rd St,41.834805689473676,-87.61795095789473
Calumet Ave & 35th St,41.831379,-87.618034
Calumet Ave & 51st St,41.80229465088,-87.6180535802
Calumet Ave & 71st St,41.76550800581,-87.616917925
Calumet Park,41.71370983035615,-87.53084421157837
Campbell Ave & 51st St,41.80094,-87.68676
Campbell Ave & Augusta Blvd,41.899578,-87.689497
Campbell Ave & Fullerton Ave,41.92463247165,-87.6893070063
Campbell Ave & Irving Park Rd,41.953634,-87.690782
Campbell Ave & Montrose Ave,41.96152399999999,-87.69117699999998
Campbell Ave & North Ave,41.910535,-87.689556
Canal St & Adams St,41.879255,-87.639904
Canal St & Harrison St,41.874255,-87.639573
Canal St & Jackson Blvd,41.878128645697444,-87.63996997065593
Canal St & Lake St,41.88597,-87.63999
Canal St & Madison St,41.882409,-87.639767
Canal St & Monroe St,41.8829056,-87.6397409
Canal St & Taylor St,41.870257,-87.639474
Cannon Dr & Fullerton Ave,41.9267559875,-87.6344287848
Carpenter St & 63rd St,41.77987,-87.650919
Carpenter St & Fulton St,41.88668,-87.65315
Carpenter St & Huron St,41.894556,-87.65344900000001
Central & Elston,41.9855,-87.7682
Central Ave & Altgeld St,41.9258119,-87.7663685
Central Ave & Chicago Ave,41.894958,-87.764902
Central Ave & Harrison St,41.872993,-87.764499
Central Ave & Lake St,41.887664,-87.765469
Central Ave & Madison St,41.880121,-87.763238
Central Ave & Parker Ave,41.9301785,-87.7661217
Central Ave & Roscoe St,41.942275,-87.76695
Central Ave & Wellington Ave,41.934905002777775,-87.76676849259259
Central Park & Augusta Blvd,41.8989108,-87.7164901
Central Park Ave & 24th St,41.8481,-87.715068
Central Park Ave & 66th St,41.773258,-87.713143
Central Park Ave & Ardmore Ave,41.9866081,-87.7187674
Central Park Ave & Bloomingdale Ave,41.914166,-87.716755
Central Park Ave & Douglas Blvd,41.86235,-87.71587
Central Park Ave & Elbridge Ave,41.93533728263,-87.71688929350002
Central Park Ave & North Ave,41.90965687563,-87.7166319516
Central Park Ave & Ogden Ave,41.854063503874464,-87.71511733531952
Central Park Ave & Ohio St,41.8918718,-87.7163879
Central Park Ave & Washington Blvd,41.8827476,-87.7153994
Central Park Blvd & 5th Ave,41.875679,-87.71547
Central St & Girard Ave,42.064313,-87.686152
Central St Metra,42.063598,-87.69873
Cherry Ave & Blackhawk St,41.907221,-87.655618
Chicago Ave & Sheridan Rd,42.050491,-87.677821
Chicago Ave & Washington St,42.032562,-87.679101
Chicago State University,41.71896342165455,-87.60829567909241
Christiana Ave & Lawrence Ave,41.96835449363001,-87.7118306675
Cicero Ave & Flournoy St,41.87213100000001,-87.746619
Cicero Ave & Lake St,41.886841,-87.745261
Cicero Ave & Quincy St,41.877613,-87.745405
Cicero Ave & Roscoe Ave,41.942427,-87.747315
Cicero Ave & Wellington Ave,41.93515,-87.74636
Cicero Ave & Wrightwood Ave,41.9279057,-87.7467295
Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072
Claremont Ave & Hirsch St,41.907781,-87.685854
Clarendon Ave & Gordon Ter,41.95786652415175,-87.64950513839722
Clarendon Ave & Junior Ter,41.961004,-87.649603
Clarendon Ave & Leland Ave,41.967968,-87.65000100000002
Clark St & 9th St (AMLI),41.870816,-87.631246
Clark St & Arlington Pl,41.926939727841415,-87.64147979309305
Clark St & Armitage Ave,41.918305755767996,-87.63628183370878
Clark St & Berwyn Ave,41.978028844843585,-87.66836255860282
Clark St & Bryn Mawr Ave,41.983593,-87.669154
Clark St & Chicago Ave,41.89675,-87.63089
Clark St & Columbia Ave,42.00445062934,-87.6724024047
Clark St & Drummond Pl,41.931248,-87.644336
Clark St & Eddy St,41.94628,-87.65627
Clark St & Elm St,41.903017321641414,-87.63152289470456
Clark St & Elmdale Ave,41.99086044812557,-87.66972362995148
Clark St & Fletcher St,41.93894,-87.65030999999999
Clark St & Grace St,41.95078,-87.659172
Clark St & Ida B Wells Dr,41.8759326655,-87.6305845355
Clark St & Jarvis Ave,42.015963000000006,-87.675005
Clark St & Lake St,41.88602073203813,-87.63087535800302
Clark St & Leland Ave,41.967087841502305,-87.66729089029786
Clark St & Lincoln Ave,41.915689,-87.6346
Clark St & Lunt Ave,42.00901118058077,-87.67411172389984
Clark St & Montrose Ave,41.961588,-87.666036
Clark St & Newport St,41.94454,-87.654678
Clark St & North Ave,41.911974,-87.631942
Clark St & Schiller St,41.907993,-87.631501
Clark St & Schreiber Ave,41.999245,-87.671249
Clark St & Touhy Ave,42.01256011541,-87.6743671152
Clark St & Washington St,41.88301,-87.63100000000001
Clark St & Wellington Ave,41.9364968219,-87.6475386582
Clark St & Winnemac Ave,41.97334764047304,-87.6678554713726
Clark St & Wrightwood Ave,41.929546,-87.643118
Clark/Eddy,41.94659999999999,-87.65610000000001
Clark/Newport,41.9449,-87.65460000000002
Clark/Newport Corral,41.9449411,-87.654611
Clark/Racine,41.95049999999999,-87.65930000000002
Clark/Racine Corral,41.950436,-87.6593212
Clifton Ave & Armitage Ave,41.918216,-87.656936
Clinton St & 18th St,41.85795,-87.640826
Clinton St & Jackson Blvd,41.87831662050808,-87.64098109175531
Clinton St & Lake St,41.885637,-87.641823
Clinton St & Madison St,41.88275006331282,-87.64119022354309
Clinton St & Polk St,41.87146651779,-87.6409491327
Clinton St & Roosevelt Rd,41.8671177825,-87.6410879593
Clinton St & Tilden St,41.875885,-87.640795
Clinton St & Washington Blvd,41.883378993326986,-87.64117008864396
Clybourn Ave & Division St,41.904613,-87.640552
Clyde Ave & 87th St,41.73715146431056,-87.57274031639099
Columbus Ave & 79th St,41.749119,-87.704263
Columbus Ave & 83rd Pl,41.74134599999999,-87.713696
Columbus Dr & Randolph St,41.884728,-87.619521
Commercial Ave & 100th St,41.713317395477034,-87.55109757184982
Commercial Ave & 130th St,41.659150427597744,-87.55076229572296
Commercial Ave & 83rd St,41.744615,-87.551208
Commercial Ave & 90th St,41.73182347826087,-87.55225260869565
Commercial Ave & 97th St,41.71893,-87.55112
Conservatory Dr & Lake St,41.885502,-87.716866
Constance Ave & 95th St,41.72229074095262,-87.57896840572357
Cornell Ave & Hyde Park Blvd,41.802406,-87.586924
Cottage Grove Ave & 111th Pl,41.69170975847015,-87.61000156402588
Cottage Grove Ave & 43rd St,41.816499,-87.606582
Cottage Grove Ave & 47th St,41.809855,-87.606755
Cottage Grove Ave & 49th St,41.806273,-87.606643
Cottage Grove Ave & 51st St,41.803038,-87.606615
Cottage Grove Ave & 63rd St,41.78053094070882,-87.6059702038765
Cottage Grove Ave & 67th St,41.77372095205,-87.60563486
Cottage Grove Ave & 71st St,41.76571903697,-87.604959713
Cottage Grove Ave & 78th St,41.753174,-87.605026
Cottage Grove Ave & 83rd St,41.743441,-87.604836
Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071
Cumberland Ave & Catherine Ave,41.97732,-87.83674
Daley Center Plaza,41.88424087537072,-87.62963348535213
Daley Center Plaza Corral,41.8841951,-87.629701
Damen Ave & 33rd St,41.834108,-87.67559
Damen Ave & 51st St,41.800908,-87.674684
Damen Ave & 59th St,41.785861065132,-87.67414391040802
Damen Ave & 74th St,41.75927403933122,-87.67363429069519
Damen Ave & 77th St,41.75403254224914,-87.67335649122808
Damen Ave & 81st St,41.746534000000004,-87.67305500000002
Damen Ave & 87th St,41.736044,-87.672861
Damen Ave & Charleston St,41.920082,-87.677855
Damen Ave & Chicago Ave,41.89569719911461,-87.67713042376089
Damen Ave & Clybourn Ave,41.931931,-87.677856
Damen Ave & Cortland St,41.915983,-87.67733500000001
Damen Ave & Cullerton St,41.854966518753926,-87.67569959163664
Damen Ave & Division St,41.903266,-87.678435
Damen Ave & Evergreen Ave,41.90605,-87.67758
Damen Ave & Foster Ave,41.9758109755749,-87.67950989857908
Damen Ave & Grand Ave,41.89239445296271,-87.67688512802124
Damen Ave & Lake St,41.8849659,-87.6768354
Damen Ave & Leland Ave,41.967081,-87.679076
Damen Ave & Madison St,41.88137,-87.67493
Damen Ave & Melrose Ave,41.9406,-87.6785
Damen Ave & Ohio St,41.89239445296271,-87.67688512802124
Damen Ave & Pershing Rd,41.823192,-87.676597
Damen Ave & Pierce Ave,41.90913973176558,-87.6775313230267
Damen Ave & St Paul Ave,41.91301,-87.67778000000001
Damen Ave & Sunnyside Ave,41.96325,-87.679258
Damen Ave & Thomas St (Augusta Blvd),41.901315,-87.677409
Damen Ave & Wabansia Ave,41.91227003510449,-87.67728471402764
Damen Ave & Wellington Ave,41.93588,-87.67842000000002
Damen Ave & Wicker Park Ave,41.90881520000001,-87.6771937
Damen Ave/Coulter St,41.8492,-87.67564
Dan Ryan Woods & 83rd St,41.742805,-87.680177
Dauphin Ave & 103rd St,41.7072503677818,-87.60766267776489
Dauphin Ave & 87th St,41.73648,-87.601252
Dayton St & North Ave,41.9105780349,-87.6494219288
Dearborn Pkwy & Delaware Pl,41.898969,-87.629912
Dearborn St & Adams St,41.87936394102892,-87.62977936980188
Dearborn St & Adams St Corral,41.87939,-87.62988
Dearborn St & Division St,41.9043,-87.62991
Dearborn St & Erie St,41.893992,-87.629318
Dearborn St & Madison St,41.88206,-87.62963999999998
Dearborn St & Maple St,41.90191999999999,-87.63026
Dearborn St & Monroe St,41.881319815,-87.6295209193
Dearborn St & Van Buren St,41.876268,-87.629155
Dearborn St & Washington St,41.88299,-87.6293
Delano Ct & Roosevelt Rd,41.867491,-87.63219
Desplaines St & Jackson Blvd,41.87811890091227,-87.64394760131836
Desplaines St & Kinzie St,41.888716036,-87.6444478533
Desplaines St & Randolph St,41.883703000000004,-87.644238
Dodge Ave & Church St,42.048308,-87.698224
Dodge Ave & Main St,42.03463185161588,-87.69918769598006
Dodge Ave & Mulford St,42.023463,-87.699595
Dorchester Ave & 49th St,41.805772,-87.592464
Dorchester Ave & 53rd St,41.79943,-87.59227
Dorchester Ave & 63rd St,41.78040564570001,-87.5914159893
Doty Ave & 111th St,41.69501044938143,-87.59871482849121
Drake Ave & Addison St,41.947326,-87.717582
Drake Ave & Montrose Ave,41.96115407569,-87.7165690733
Drexel Ave & 60th St,41.785861,-87.604553
DuSable Lake Shore Dr & Belmont Ave,41.940775,-87.639192
DuSable Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427
DuSable Lake Shore Dr & Monroe St,41.880958,-87.616743
DuSable Lake Shore Dr & North Blvd,41.911722,-87.626804
DuSable Lake Shore Dr & Wellington Ave,41.936688449499705,-87.63682901859283
DuSable Museum,41.79156801058,-87.6078521774
Dusable Harbor,41.88697599432289,-87.61281299950515
East End Ave & 87th St,41.73681521440671,-87.58280128240585
Eastlake Ter & Howard St,42.01920250193227,-87.66430288553238
Eberhart Ave & 131st St,41.658413151101065,-87.61071089698817
Eberhart Ave & 61st St,41.784071072761,-87.61448353528975
Eberhart Ave & 91st St,41.729285157254864,-87.6110315322876
Eckhart Park,41.89637337,-87.66098386
Eddy/Seminary Corral,41.9461279,-87.6566721
Edgebrook Metra,41.99751,-87.76539
Eggleston Ave & 111th St,41.69254,-87.63374
Eggleston Ave & 115th St,41.68507,-87.63361000000002
Eggleston Ave & 69th St,41.768898,-87.635876
Eggleston Ave & 92nd St,41.727575659299575,-87.63482809066771
Elizabeth St & 47th St,41.80839,-87.656526
Elizabeth St & 92nd St,41.72679896370119,-87.65429019927979
Elizabeth St & Fulton St,41.88678352528257,-87.65919419155264
Elizabeth St & Randolph St,41.884336,-87.658902
Ellis Ave & 53rd St,41.79933626261,-87.6009581145
Ellis Ave & 55th St,41.79430062054,-87.6014497734
Ellis Ave & 58th St,41.788746136093295,-87.60133399414377
Ellis Ave & 60th St,41.78509714636001,-87.6010727606
Ellis Ave & 83rd St,41.744123,-87.599034
Elmwood Ave & Austin St,42.02578400000001,-87.684107
Elston Ave & Carmen Ave,41.97354,-87.74955
Elston Ave & Cortland St,41.916433431898604,-87.66674637967343
Elston Ave & George St,41.934003,-87.690823
Elston Ave & Henderson St,41.941499,-87.701051
Elston Ave & Wabansia Ave,41.912919,-87.664169
Emerald Ave & 28th St,41.84358000000001,-87.64536800000002
Emerald Ave & 31st St,41.83819799627639,-87.64514298911445
Evans Ave & 75th St,41.75849,-87.60641
Evanston Civic Center,42.057044,-87.686554
Ewing Ave & 106th St,41.70266,-87.53564
Ewing Ave & 97th St,41.71981999999999,-87.53542
Ewing Ave & 98th St,41.71781,-87.53504
Ewing Ave & Burnham Greenway,41.70999,-87.5355
Exchange Ave & 79th St,41.75211500633265,-87.55200700025293
Fairbanks Ct & Grand Ave,41.89184737210993,-87.62058019638062
Fairbanks St & Superior St,41.895748,-87.620104
Fairfield Ave & 44th St,41.813617,-87.6932272
Fairfield Ave & Pratt Blvd,42.0044482,-87.69859730000002
Fairfield Ave & Roosevelt Rd,41.866624,-87.694521
Farragut Ave & Central Ave,41.976659999999995,-87.76823
Federal St & Polk St,41.872077632849994,-87.6295437729
Field Blvd & South Water St,41.88634906269,-87.6175165471
Field Museum,41.8653120005395,-87.61786701481803
Financial Pl & Ida B Wells Dr,41.8750236280333,-87.6330940425396
Fort Dearborn Dr & 31st St,41.83855595291223,-87.60821812148446
Fort Dearborn Dr & 31st St*,41.83867628233386,-87.60883195345701
Francisco Ave & 47th St,41.80849,-87.69673000000002
Francisco Ave & 85th St,41.738902,-87.695518
Francisco Ave & Bloomingdale Ave,41.9139595955414,-87.69938705732484
Francisco Ave & Chicago Ave,41.895745,-87.698653
Francisco Ave & Foster Ave,41.97563272521,-87.7014194389
Francisco Ave & Hollywood Ave,41.984746,-87.701593
Francisco Ave & Montrose Ave,41.9610471,-87.700901
Franciso Ave & Bloomingdale Ave,41.91396,-87.6994
Franklin St & Adams St,41.879434091400135,-87.63550400733948
Franklin St & Adams St (Temp),41.87943409140013,-87.63550400733948
Franklin St & Adams St Corral,41.87942,-87.63558
Franklin St & Chicago Ave,41.896792266987376,-87.63564033012628
Franklin St & Chicago Ave*,41.89679,-87.63564
Franklin St & Illinois St,41.89102335487364,-87.63548087376064
Franklin St & Jackson Blvd,41.87770795589999,-87.6353211408
Franklin St & Lake St,41.885836999999995,-87.63549999999998
Franklin St & Madison St,41.88139,-87.63542000000001
Franklin St & Monroe St,41.88031616332084,-87.63518440237203
Franklin St & Monroe St Corral,41.88056,-87.63524
Franklin St & Washington St,41.88318,-87.63511
Fullerton & Monitor,41.9237918,-87.7723116
Fulton Market,41.886871,-87.648089
Glenwood Ave & Morse Ave,42.00797192287,-87.6655023944
Glenwood Ave & Touhy Ave,42.012701,-87.666058
Grace St & Central Ave,41.9495327,-87.7672648
Grace St & Cicero Ave,41.94973,-87.74695
Grace/Sheffield,41.95120000000001,-87.6546
Grace/Sheffield Corral,41.9511586,-87.6546115
Granville Ave & Clark St,41.9944,-87.66983
Granville Ave & Pulaski Rd,41.9924402,-87.72890720000001
Green St & 86th St,41.73784847673341,-87.64489978551863
Green St & Chicago Ave,41.89466827448534,-87.64995936930755
Green St & Lake St,41.88558,-87.64841
Green St & Madison St,41.88185932803824,-87.64926373958588
Green St & Randolph St*,41.8836016120626,-87.64862672558314
Green St & Washington Blvd,41.883181305753524,-87.64872461685994
Greenview Ave & Diversey Pkwy,41.93258963429789,-87.66593635082245
Greenview Ave & Fullerton Ave,41.92533,-87.6658
Greenview Ave & Jarvis Ave,42.015962,-87.66857
Greenwood Ave & 47th St,41.809835,-87.59938299999999
Greenwood Ave & 79th St,41.75129139534884,-87.59752474418605
Greenwood Ave & 91st St,41.728264268162725,-87.59729862213135
Greenwood Ave & 97th St,41.71870315475741,-87.59703576564789
Griffin Museum of Science and Industry,41.79172820953,-87.583945009
Hale Ave & 107th St,41.69920616812768,-87.66891896724701
Halsted St & 104th St,41.70513978893236,-87.6424241065979
Halsted St & 111th St,41.69226255589166,-87.64261186122894
Halsted St & 119th St,41.67764,-87.64174
Halsted St & 123rd St,41.67096,-87.64154
Halsted St & 18th St,41.85750568031716,-87.64599144458771
Halsted St & 21st St,41.85377981072743,-87.6466029882431
Halsted St & 35th St,41.830661,-87.647172
Halsted St & 37th St,41.827059,-87.64572
Halsted St & 47th Pl,41.80813391481,-87.6456165545
Halsted St & 51st St,41.80183164049,-87.645213904
Halsted St & 56th St,41.79292964599,-87.6449900565
Halsted St & 59th St,41.787539,-87.644874
Halsted St & 63rd St,41.77938114228001,-87.6446208145
Halsted St & 69th St,41.76906172032,-87.6446135779
Halsted St & 73rd St,41.76160543804393,-87.64416097666071
Halsted St & 78th St,41.75248701249013,-87.6439021574879
Halsted St & 83rd St,41.74307,-87.64370000000001
Halsted St & 93rd St,41.72489,-87.64358
Halsted St & 96th St,41.71971218361882,-87.6430195569992
Halsted St & Archer Ave,41.847203,-87.646795
Halsted St & Armitage Ave,41.91823000000001,-87.64878999999999
Halsted St & Belden St,41.92365,-87.64894
Halsted St & Clybourn Ave,41.909668,-87.648128
Halsted St & Court Pl,41.883700000000005,-87.64721999999999
Halsted St & Dickens Ave,41.919936,-87.64883
Halsted St & Dickens Ave*,41.919936,-87.64883000000002
Halsted St & Fulton St,41.88685835666811,-87.64802209919087
Halsted St & Lake St,41.885760000000005,-87.64711
Halsted St & Maxwell St,41.864883,-87.64707099999998
Halsted St & Melrose St,41.94112,-87.64907000000001
Halsted St & North Branch St,41.89939028549696,-87.64854490756989
Halsted St & Polk St,41.87184,-87.64664
Halsted St & Roosevelt Rd,41.867324,-87.648625
Halsted St & Roscoe St,41.943667741716816,-87.64895781893892
Halsted St & Willow St,41.913865,-87.648755
Halsted St & Wrightwood Ave,41.929143,-87.64907700000002
Hamilton Park,41.76252,-87.63734000000001
Hamlin Ave & 62nd Pl,41.779953,-87.71782209999999
Hamlin Ave & Grand Ave,41.904034463325004,-87.72156312600833
Hampden Ct & Diversey Ave,41.9325593,-87.6423847
Hampden Ct & Diversey Pkwy,41.93247,-87.64242
Harding Ave & 26th St,41.844218,-87.723347
Harding Ave & 31st St,41.83672,-87.72303000000001
Harding Ave & Chicago Ave,41.895313,-87.724738
Harding Ave & Division St,41.9023453,-87.7250744
Harlem Ave & Bloomingdale Ave,41.91203,-87.80577
Harlem Ave & Grace St,41.94894,-87.80683
Harlem Ave & Irving Park Rd,41.95326,-87.80714
Harper Ave & 55th St,41.7953,-87.58833
Harper Ave & 59th St,41.78794281287001,-87.58831517019999
Hastings LWS,41.863516399999995,-87.6797485
Hastings St Depot LWS,41.8635164,-87.67974850000002
Hegewisch Metra Station,41.64850076266409,-87.54608988761902
Hermitage Ave & Polk St,41.871514,-87.669886
Higgins Ave & Austin Ave,41.97342,-87.77865
Homan Ave & 26th St,41.84425,-87.70983
Homan Ave & 65th St,41.775144,-87.708129
Homan Ave & 77th St,41.75374,-87.70751
Homan Ave & Arthington Ave,41.86963,-87.71055
Homan Ave & Fillmore St,41.868114,-87.71092569999999
Homewood Ave & 115th St,41.68459507202618,-87.67070800065994
Honore St & Division St,41.903119,-87.673935
Houston Ave & 92nd St,41.72820421535798,-87.54970014095306
Hoyne Ave & 34th St,41.8320245,-87.6778387
Hoyne Ave & 47th St,41.808227,-87.67718
Hoyne Ave & Balmoral Ave,41.979851,-87.681932
Hubbard St Depot,41.8897772,-87.680351
Hudson Ave & Armitage Ave,41.91818,-87.63999999999999
Humboldt Blvd & Armitage Ave,41.91751339399,-87.70180895549998
Hyacinth Ave & Milwaukee Ave,41.99282,-87.78377
Indiana Ave & 103rd St,41.70717027117756,-87.6184719800949
Indiana Ave & 133rd St,41.6538,-87.61719000000001
Indiana Ave & 26th St,41.845687,-87.622481
Indiana Ave & 31st St,41.838842,-87.621857
Indiana Ave & 40th St,41.821679964801916,-87.62159931493291
Indiana Ave & Roosevelt Rd,41.86788801019692,-87.6230410031074
Jefferson St & Monroe St,41.880329633634624,-87.64274597167967
Jeffery Blvd & 67th St,41.77351755125,-87.5771428255
Jeffery Blvd & 71st St,41.76663823695,-87.57645011409998
Jeffery Blvd & 76th St,41.75712006802,-87.5758393587
Karlov Ave & Armitage Ave,41.91748,-87.72895199999999
Karlov Ave & Fillmore St,41.86815,-87.7276
Karlov Ave & Lawrence Ave,41.967947,-87.730409
Karlov Ave & Madison St,41.88085,-87.727907
Kedvale Ave & Peterson Ave,41.9900762,-87.7317073
Kedzie Ave & 104th St,41.7037764,-87.70139519999998
Kedzie Ave & 110th St,41.69239474587557,-87.70096063613892
Kedzie Ave & 21st St,41.85353363213,-87.7050730318
Kedzie Ave & 24th St,41.848192999999995,-87.70541199999998
Kedzie Ave & 38th Pl,41.8235109,-87.7041017
Kedzie Ave & 38th St,41.8235109,-87.7041017
Kedzie Ave & 45th St,41.8113904,-87.7040052
Kedzie Ave & 48th Pl,41.8047581237684,-87.70421936879356
Kedzie Ave & 52nd St,41.79906,-87.70342
Kedzie Ave & 54th Pl,41.793637538888895,-87.70345380555557
