end_station_name,station_end_trip_count,station_lat,station_lng,search_radius_m,distance_m,service_category,service_lat,service_lng,name,amenity,shop,tourism,office,leisure,public_transport,railway,highway
Canal St & Adams St,21471.0,41.879255,-87.639904,250,128.96458467455128,transit,41.8782906,-87.6390387,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,122.15540640007325,transit,41.8782887,-87.6392021,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,145.13564953923085,transit,41.8782943,-87.6387173,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,136.63613821121317,transit,41.8782924,-87.6388782,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,140.86242892241756,transit,41.878293,-87.638797,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,121.57609105916588,transit,41.8782389,-87.6393618,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,149.71430958070172,transit,41.8782952,-87.6386358,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,155.7959409998532,transit,41.8782786,-87.6385544,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,151.2092040803721,transit,41.877927,-87.639511,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,221.0965097005093,food_drink,41.880497,-87.6378185,South Branch,bar,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,238.7473275152763,food_drink,41.8804904,-87.6375454,Monroe Reserve,restaurant,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,38.18430455619974,transit,41.8791472,-87.6394661,Canal & Adams (Union Station),,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,182.3096116619005,transit,41.8780058,-87.6384778,Jackson & Chicago River,,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,237.57719764333524,transit,41.8794769,-87.6370499,Wacker & Adams,,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,148.55469733764983,transit,41.8779259,-87.6400859,Union Station Transit Center,,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,248.704875211432,transit,41.8770485,-87.6394124,Canal & Van Buren,,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,160.55098486461068,transit,41.878171,-87.641185,Clinton & Jackson (Union Station),,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,151.80460676909797,office,41.8799801,-87.6414576,"Lerman, Boudart & Associates, LLP",,,,accountant,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,95.76153175295595,transit,41.8786411,-87.6390928,Chicago Union Station,,,,,,station,station,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,140.86624217384852,transit,41.8779889,-87.6399621,Jackson & Canal (Union Station),,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,173.64032851658436,food_drink,41.8803617,-87.6413837,IDOF - I Dream of Falafel,restaurant,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,236.8821267342021,food_drink,41.8810817,-87.6413762,Blaze Pizza,restaurant,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,211.44850930619955,food_drink,41.8776357,-87.641243,Beggars Pizza,restaurant,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,244.55591506902664,food_drink,41.8811634,-87.6413723,Five Guys,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,177.06641280228075,transit,41.8780669,-87.63848,Jackson & Chicago River,,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,133.869161784017,transit,41.8780519,-87.6399634,Jackson & Canal (Union Station),,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,44.4668511010623,transit,41.8793287,-87.6393761,Adams & Canal (Union Station),,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,154.62196008664327,transit,41.878194,-87.6411112,Clinton & Jackson (Union Station),,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,245.65991091199334,transit,41.8770589,-87.6395805,Canal & Van Buren,,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,183.06606846707464,transit,41.877941,-87.6412362,Jackson & Clinton (Union Station),,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,36.95566486223624,food_drink,41.8795853,-87.6398545,Arturo Express,restaurant,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,102.30155672503749,food_drink,41.8786314,-87.6389955,Chicago Union Station Metropolitan Lounge,bar,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,123.03110226353745,food_drink,41.8786721,-87.6386409,The Junction,bar,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,101.54562328672755,food_drink,41.8786577,-87.6389762,Pret A Manger,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,208.79659032982946,food_drink,41.8775721,-87.6387853,Little Toasted,bar,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,224.06029365010335,food_drink,41.8789556,-87.6372277,Mojo Coffee,cafe,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,189.81717972052186,food_drink,41.877914,-87.6413227,Potbelly,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,160.09208632295457,transit,41.8778211,-87.640078,Union Station Transit Center,,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,170.96028609513098,transit,41.877723,-87.6400782,Union Station Transit Center,,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,172.1778549651986,transit,41.8781291,-87.6384763,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,175.31127205461934,transit,41.8781494,-87.6383944,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,91.18698199773,transit,41.8793773,-87.6388149,Chicago Union Station,,,,,,stop_position,stop,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,153.74570227500723,transit,41.8778787,-87.640082,Union Station Transit Center,,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,175.72577332942845,transit,41.87768,-87.6400783,Union Station Transit Center,,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,164.58644300570927,transit,41.8777806,-87.6400792,Union Station Transit Center,,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,106.9897895447153,transit,41.878936,-87.6411232,Clinton & Quincy (Union Station),,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,32.82498626022841,transit,41.8791543,-87.6395313,Canal & Adams (Union Station),,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,127.29244632706924,food_drink,41.8785438,-87.6386992,Jersey Mike's Subs,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,121.65087201823091,retail,41.8784055,-87.6389781,News Now,,newsagent,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,81.1251362940506,retail,41.8790505,-87.6389634,News Now,,newsagent,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,109.26229132969537,food_drink,41.8785403,-87.6389983,Starbucks,cafe,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,105.61902268673938,food_drink,41.8785693,-87.6390212,Robinson's,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,113.0406547156442,retail,41.8787739,-87.6387012,Nuts on Clark,,confectionery,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,106.62238100474696,food_drink,41.8788848,-87.638716,Jamba,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,93.14211901776596,food_drink,41.8789756,-87.6388434,Dunkin',fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,88.6316475744515,food_drink,41.8788389,-87.6389909,Chick-fil-A,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,55.802053092127984,retail,41.8788568,-87.6394938,Metra Ticket Passenger Sevice,,ticket,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,76.56354526554749,retail,41.8785802,-87.6400879,Amtrak Tickets Passenger Services,,ticket,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,96.89510539833067,tourism,41.8786571,-87.6390526,,,,information,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,82.99466437931925,retail,41.8788731,-87.6390427,,,vacant,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,215.26995072250102,transit,41.8773377,-87.6395438,FlixBus Chicago Downtown,,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,217.57784046911885,transit,41.877331,-87.6394254,FlixBus Chicago Downtown,,,,,,platform,,bus_stop
Canal St & Adams St,21471.0,41.879255,-87.639904,250,103.5257784841633,food_drink,41.8785623,-87.6390685,Auntie Anne's,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,212.00706240269784,office,41.8777585,-87.6414907,Metra,,,,company,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,220.81735084221825,office,41.8795123,-87.6372593,Charles Schwab,,,,financial_advisor,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,213.6605562829743,food_drink,41.8779064,-87.6417423,Burger King,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,219.44056083889717,retail,41.8800163,-87.6423494,Metro Spice Mart,,supermarket,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,84.67096293498295,retail,41.8794187,-87.6409028,Circle K,,convenience,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,243.89427582257414,health,41.8794147,-87.6428421,Physicians Immediate Care,clinic,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,245.0277045074292,transit,41.8794839,-87.6369604,Wacker & Adams,,,,,,stop_position,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,213.61606397736898,retail,41.8798441,-87.6423599,Paramount Cleaners,,dry_cleaning,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,226.41731100587853,food_drink,41.8809671,-87.6413844,DosBros Fresh Mexican Grill,fast_food,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,120.07038623213502,food_drink,41.8787128,-87.6386498,Peet's Coffee,cafe,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,215.49607106727427,health,41.8784695,-87.6422835,Ankle N Foot Centers,clinic,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,213.2493994952233,food_drink,41.8808266,-87.6413802,Mammoth Poke & Ramen,restaurant,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,193.11229275622622,food_drink,41.8775772,-87.6405063,AfterBar,bar,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,195.761677612584,food_drink,41.8775026,-87.6401309,Canal Street Eatery & Market,restaurant,,,,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,249.51072414567986,office,41.8779065,-87.6423128,Safer Foundation,,,,association,,,,
Canal St & Adams St,21471.0,41.879255,-87.639904,250,99.01203377880972,food_drink,41.8797234,-87.6388869,Just Salads,restaurant,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,202.1486659854632,other_amenity,41.8830166,-87.6374656,Opera School of Chicago,music_school,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,103.53299018749745,transit,41.8829223,-87.6408104,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,110.99782345823101,transit,41.8829206,-87.6409183,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,113.61100675559318,transit,41.882921,-87.6409546,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,101.17621723243677,transit,41.8829235,-87.640775,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,120.70811952846898,transit,41.88291,-87.6410605,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,65.18269717139862,transit,41.882943,-87.6400918,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,64.07894447236617,transit,41.8829436,-87.640056,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,60.772692648757015,transit,41.8829388,-87.6399473,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,77.30131672494059,transit,41.8829334,-87.64038,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,83.18201157620696,transit,41.8829314,-87.6404862,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,68.76155496377851,transit,41.8829368,-87.6401998,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,70.24536420791995,transit,41.8829361,-87.6402347,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,75.44338642114516,transit,41.8829344,-87.6403436,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,94.03345418198478,transit,41.8829277,-87.6406641,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,91.85024195425106,transit,41.8829273,-87.6406309,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,85.14364589010745,transit,41.8829308,-87.6405197,Ogilvie Transportation Center,,,,,,stop_position,stop,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,146.52566480881424,retail,41.8834414,-87.6386671,The Boeing Store,,gift,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,245.6276609885587,food_drink,41.8803651,-87.6408924,Chipotle,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,156.3794261271729,food_drink,41.8817104,-87.6414064,Potbelly,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,25.075304354256268,food_drink,41.8825612,-87.6399905,Panda Express,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,72.9613385596213,food_drink,41.8823865,-87.6406478,Chicago News Room,bar,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,60.114535893979685,food_drink,41.8821839,-87.6391068,Starbucks,cafe,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,51.944022810497195,food_drink,41.882126,-87.6392678,Jimmy John's,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,105.22160819354664,food_drink,41.8821339,-87.6409831,Yolk,restaurant,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,35.715466762891324,retail,41.8822896,-87.6401675,Arts & Artisians,,jewelry,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,44.85882209066891,retail,41.8824415,-87.6403071,Mrs. Fields,,pastry,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,73.8219492003003,food_drink,41.8822777,-87.6406411,Jamba,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,28.850500974061237,retail,41.8825203,-87.6400818,Hudson News,,newsagent,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,205.49987905042676,office,41.8822528,-87.6372936,Seventhwave,,,,research,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,135.97703378330263,transit,41.8820002,-87.641315,Clinton & Madison (Metra),,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,27.90454501775065,transit,41.8821973,-87.639586,Canal & Madison (Metra),,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,243.9564668673573,transit,41.8830196,-87.6425974,Jefferson & Washington,,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,113.80106650739108,transit,41.8819567,-87.6410001,Madison & Clinton (Metra),,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,141.23437296126795,office,41.8834385,-87.6387678,BMW Technology Corporation,,,,company,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,74.80991787866527,transit,41.8830598,-87.6399961,Washington & Canal (Metra),,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,208.2421910959786,transit,41.8842811,-87.6397,Canal & Randolph,,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,166.5710698751644,transit,41.883335,-87.6413486,Clinton & Washington,,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,109.07059822990895,transit,41.8833851,-87.6398971,Canal & Randolph/Washington (Metra),,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,183.6210480984659,food_drink,41.8816168,-87.6378209,Rittergut Wine Bar,bar,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,201.07627439830128,food_drink,41.8840379,-87.6408218,Aloha Pokē Co,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,179.25148017037026,food_drink,41.8838824,-87.6406455,Vanille Patisserie,cafe,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,198.82293788056415,food_drink,41.8810817,-87.6413762,Blaze Pizza,restaurant,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,140.89639479532926,food_drink,41.8824024,-87.6414689,Slightly Toasted,restaurant,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,157.11515367656926,office,41.8827106,-87.6416211,BMW Technology,,,,company,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,191.95196461954862,food_drink,41.8811634,-87.6413723,Five Guys,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,181.93356498882244,food_drink,41.8812924,-87.6413733,Naf Naf Grill,restaurant,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,160.23351079293195,food_drink,41.8830032,-87.6415303,Starbucks,cafe,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,156.5411361709842,transit,41.8815713,-87.6412867,Clinton & Madison (Metra),,,,,,platform,,bus_stop
Canal St & Madison St,29301.0,41.882409,-87.639767,250,114.57634789950521,transit,41.8818708,-87.6409472,Madison & Clinton (Metra),,,,,,stop_position,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,87.63059194053471,transit,41.8831784,-87.6399961,Washington & Canal (Metra),,,,,,stop_position,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,53.3716816772441,food_drink,41.8823506,-87.6404069,Boxcar Betty’s,restaurant,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,48.018882967897085,food_drink,41.8823495,-87.6403415,Cinnabon,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,143.37405652607376,food_drink,41.8836857,-87.6395246,Doughnut Vault - Canal St.,cafe,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,204.3490697521727,food_drink,41.8812637,-87.6378366,Rivers,restaurant,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,164.8679990366706,retail,41.8838815,-87.6395339,Steffens Cafe & Bakery,,bakery,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,55.0010003051743,food_drink,41.8823099,-87.6404179,Madison Tavern,bar,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,210.28631685778123,office,41.8828773,-87.637306,Consulate General of the Bolivarian Republic of Venezuela,,,,diplomatic,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,128.29579455668787,transit,41.8820274,-87.6412295,Clinton & Madison (Metra),,,,,,stop_position,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,165.6783940239549,transit,41.8837873,-87.6405272,Ogilvie Transportation Center,,,,,,station,station,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,149.9280333591559,transit,41.8815831,-87.6411985,Clinton & Madison (Metra),,,,,,stop_position,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,23.25088689992983,transit,41.8822036,-87.6397144,Canal & Madison (Metra),,,,,,stop_position,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,75.99185262440875,food_drink,41.8825046,-87.6406759,Dunkin',fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,88.17272101935174,food_drink,41.8825008,-87.6408249,Taco Bell,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,90.59178634579898,food_drink,41.8826018,-87.6408302,Popeyes,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,69.82458549074563,food_drink,41.8826099,-87.6405661,Halsted Street Deli,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,30.866436491058177,food_drink,41.8826144,-87.6400178,Benj Yehuda,fast_food,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,207.60307630532546,office,41.8821113,-87.6372914,TechNexus,,,,coworking,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,54.59803703244775,food_drink,41.8824106,-87.6404265,Starbucks,cafe,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,222.49773447601444,office,41.8838126,-87.6416825,events.org,,,,company,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,81.19042949583557,transit,41.8818902,-87.6390769,,,,,,,stop_position,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,213.98542882457895,food_drink,41.8827516,-87.6372235,Espresso and Milk,cafe,,,,,,,
Canal St & Madison St,29301.0,41.882409,-87.639767,250,246.5263257248333,office,41.8838459,-87.6374992,Bank of America,,,,company,,,,
