end_station_name,return_count_weekday,return_count_weekend,return_share_weekday,return_share_weekend,end_lat,end_lng,total_return_count,weekend_minus_weekday_share,weekday_minus_weekend_share,weekend_weekday_share_ratio,orientation
Archer (Damen) Ave & 37th St,283.0,93.0,9.122249424218444e-05,7.703751809967495e-05,41.826712,-87.683144,376.0,-1.4184976142509488e-05,1.4184976142509488e-05,0.8445030388240715,weekday_oriented
Archer Ave & 43rd St,37.0,14.0,1.1926615854985245e-05,1.159704573543494e-05,41.8154913,-87.7024412,51.0,-3.295701195503054e-07,3.295701195503054e-07,0.9723691537724568,weekday_oriented
Archer Ave & 49th St,61.0,11.0,1.966279911227297e-05,9.111964506413166e-06,41.80420000000001,-87.72082,72.0,-1.0550834605859806e-05,1.0550834605859806e-05,0.4634386495906275,weekday_oriented
Archer Ave & Homan Ave,60.0,19.0,1.934045814321932e-05,1.573884778380456e-05,41.81153,-87.70885,79.0,-3.601610359414755e-06,3.601610359414755e-06,0.8137880643359147,weekday_oriented
Archer Ave & Wentworth Ave,802.0,565.0,0.000258517457181,0.0004680236314657,41.8546868,-87.6308531,1367.0,0.0002095061742847,-0.0002095061742847,1.810410895103036,weekend_oriented
Artesian Ave & 55th St,65.0,26.0,2.0952162988487597e-05,2.1537370651522028e-05,41.79402,-87.68577,91.0,5.852076630344347e-07,-5.852076630344347e-07,1.0279293232890885,weekend_oriented
Artesian Ave & 71st St,44.0,11.0,1.4183002638360833e-05,9.111964506413166e-06,41.764345,-87.684417,55.0,-5.071038131947665e-06,5.071038131947665e-06,0.6424818676899444,weekday_oriented
Artesian Ave & Hubbard St,4030.0,524.0,0.0012990341052862,0.0004340608546691,41.8895,-87.688257,4554.0,-0.000864973250617,0.000864973250617,0.3341417432852938,weekday_oriented
Ashland Ave & 13th St,2189.0,965.0,0.0007056043812584,0.0007993677953353,41.86523400000001,-87.66650700000001,3154.0,9.376341407688548e-05,-9.376341407688548e-05,1.1328836437013248,weekend_oriented
Ashland Ave & 50th St,111.0,66.0,3.577984756495574e-05,5.4671787038479e-05,41.803023,-87.664699,177.0,1.889193947352326e-05,-1.889193947352326e-05,1.5279902729868895,weekend_oriented
Ashland Ave & 63rd St,44.0,13.0,1.4183002638360833e-05,1.0768685325761014e-05,41.779374,-87.66484299999999,57.0,-3.414317312599817e-06,3.414317312599817e-06,0.7592839341861268,weekday_oriented
Ashland Ave & 66th St,48.0,14.0,1.5472366514575454e-05,1.159704573543494e-05,41.774074,-87.663815,62.0,-3.875320779140515e-06,3.875320779140515e-06,0.7495489572039752,weekday_oriented
Ashland Ave & 74th St,44.0,13.0,1.4183002638360833e-05,1.0768685325761014e-05,41.75923602425868,-87.66347408294678,57.0,-3.414317312599817e-06,3.414317312599817e-06,0.7592839341861268,weekday_oriented
Ashland Ave & 78th St,43.0,14.0,1.3860661669307176e-05,1.159704573543494e-05,41.75220484941116,-87.66369938850403,57.0,-2.263615933872238e-06,2.263615933872238e-06,0.8366995250732175,weekday_oriented
Ashland Ave & Archer Ave,788.0,268.0,0.0002540046836142,0.0002220005897926,41.83920868403,-87.6656098589,1056.0,-3.200409382166867e-05,3.200409382166867e-05,0.8740024499992354,weekday_oriented
Ashland Ave & Augusta Blvd,4453.0,1396.0,0.0014353843351959,0.0011563911319047,41.89962082184989,-87.66838462985125,5849.0,-0.0002789932032911,0.0002789932032911,0.8056318422306811,weekday_oriented
Ashland Ave & Belle Plaine Ave,1712.0,841.0,0.0005518477390198,0.0006966511045357,41.9557944253819,-87.66915741480612,2553.0,0.0001448033655159,-0.0001448033655159,1.2623968404333017,weekend_oriented
Ashland Ave & Blackhawk St,5310.0,2229.0,0.0017116305456749,0.0018464153531631,41.907066,-87.667252,7539.0,0.0001347848074882,-0.0001347848074882,1.0787463913181856,weekend_oriented
Ashland Ave & Chicago Ave,5174.0,1659.0,0.0016677921738836,0.001374249919649,41.89595435734305,-87.6677280664444,6833.0,-0.0002935422542345,0.0002935422542345,0.8239936109397596,weekday_oriented
Ashland Ave & Division St,10207.0,3543.0,0.0032901342711306,0.0029348809314747,41.90318794361149,-87.66894633544676,13750.0,-0.0003552533396559,0.0003552533396559,0.8920247009984296,weekday_oriented
Ashland Ave & Grace St,3618.0,1509.0,0.0011662296260361,0.0012499958581979,41.950771514725965,-87.66872750341331,5127.0,8.376623216182675e-05,-8.376623216182675e-05,1.0718264726476423,weekend_oriented
Ashland Ave & Grand Ave,3584.0,1247.0,0.0011552700330883,0.0010329654308633,41.891072,-87.666611,4831.0,-0.0001223046022249,0.0001223046022249,0.894133412227978,weekday_oriented
Ashland Ave & Lake St,3577.0,1230.0,0.0011530136463049,0.0010188833038989,41.88592,-87.66717,4807.0,-0.0001341303424059,0.0001341303424059,0.88366987111929,weekday_oriented
Ashland Ave & McDowell Ave,190.0,76.0,6.12447841201945e-05,6.295539113521824e-05,41.809719,-87.663477,266.0,1.7106070150237448e-06,-1.7106070150237448e-06,1.027930200251281,weekend_oriented
Ashland Ave & Pershing Rd,328.0,87.0,0.0001057278378495,7.20673556416314e-05,41.823465,-87.665577,415.0,-3.3660482207967525e-05,3.3660482207967525e-05,0.6816338579655048,weekday_oriented
Ashland Ave & Wellington Ave,4329.0,1854.0,0.0013954140550332,0.0015357801995354,41.936083,-87.669807,6183.0,0.0001403661445021,-0.0001403661445021,1.1005909632376976,weekend_oriented
Ashland Ave & Wrightwood Ave,3928.0,1506.0,0.0012661553264427,0.0012475107769689,41.92882999871071,-87.6685067415486,5434.0,-1.8644549473828152e-05,1.8644549473828152e-05,0.9852746860048398,weekday_oriented
Augusta Blvd & Laramie Ave,70.0,10.0,2.2563867833755867e-05,8.283604096739242e-06,41.8986607,-87.7554551,80.0,-1.4280263737016623e-05,1.4280263737016623e-05,0.3671461387576091,weekday_oriented
Austin Ave & Milwaukee Ave,115.0,45.0,3.706921144117036e-05,3.727621843532659e-05,41.98736,-87.77804999999998,160.0,2.0700699415623065e-07,-2.0700699415623065e-07,1.005584187036126,weekend_oriented
Austin Blvd & Chicago Ave,72.0,38.0,2.3208549771863175e-05,3.147769556760912e-05,41.894887,-87.774704,110.0,8.269145795745944e-06,-8.269145795745944e-06,1.3562820423931958,weekend_oriented
Austin Blvd & Lake St,233.0,105.0,7.510544578950167e-05,8.697784301576205e-05,41.88794379427211,-87.77427345514297,338.0,1.1872397226260373e-05,-1.1872397226260373e-05,1.1580742784651898,weekend_oriented
Austin Blvd & Madison St,187.0,69.0,6.027776121303354e-05,5.715686826750077e-05,41.880281,-87.774453,256.0,-3.120892945532766e-06,3.120892945532766e-06,0.9482256621946312,weekday_oriented
Ave L & 114th,91.0,11.0,2.9333028183882628e-05,9.111964506413166e-06,41.68803,-87.53641,102.0,-2.022106367746946e-05,2.022106367746946e-05,0.3106618855510686,weekday_oriented
Avers Ave & 16th St,73.0,17.0,2.3530890740916837e-05,1.4082126964456713e-05,41.85909,-87.72121,90.0,-9.448763776460124e-06,9.448763776460124e-06,0.5984698433079676,weekday_oriented
Avers Ave & Belmont Ave,1915.0,743.0,0.0006172829557377,0.0006154717843877,41.939408,-87.723574,2658.0,-1.811171350024122e-06,1.811171350024122e-06,0.9970659024372998,weekday_oriented
Avers Ave & Foster Ave,149.0,86.0,4.802880438899464e-05,7.123899523195749e-05,41.97541,-87.72451999999998,235.0,2.321019084296285e-05,-2.321019084296285e-05,1.4832455834086458,weekend_oriented
Avondale Ave & Irving Park Rd,2106.0,578.0,0.0006788500808269,0.0004787923167915,41.953393,-87.732002,2684.0,-0.0002000577640354,0.0002000577640354,0.7052994836632608,weekday_oriented
Baltimore Ave & 133rd St,45.0,17.0,1.4505343607414486e-05,1.4082126964456713e-05,41.65349,-87.54703,62.0,-4.232166429577754e-07,4.232166429577754e-07,0.9708254089099708,weekday_oriented
Baltimore Ave & 87th St,54.0,21.0,1.7406412328897384e-05,1.7395568603152408e-05,41.73733560041666,-87.54851460456847,75.0,-1.0843725744975717e-08,1.0843725744975717e-08,0.9993770627397056,weekday_oriented
Benson Ave & Church St,4714.0,1434.0,0.0015195153281189,0.0011878688274724,42.048214,-87.683485,6148.0,-0.0003316465006465,0.0003316465006465,0.7817420619250063,weekday_oriented
Bernard St & Elston Ave,758.0,278.0,0.0002443344545426,0.0002302841938893,41.949923,-87.713949,1036.0,-1.4050260653319743e-05,1.4050260653319743e-05,0.9424960217925884,weekday_oriented
Bernard St & Peterson Ave,175.0,65.0,5.640966958438967e-05,5.384342662880507e-05,41.9904393,-87.715236,240.0,-2.566242955584601e-06,2.566242955584601e-06,0.9545078444469528,weekday_oriented
Big Marsh Park,127.0,121.0,4.093730306981422e-05,0.0001002316095705,41.68587705562333,-87.57382392883301,248.0,5.929430650073062e-05,-5.929430650073062e-05,2.448382127603407,weekend_oriented
Bissell St & Armitage Ave*,7701.0,3998.0,0.0024823478026821,0.0033117849178763,41.9182955629354,-87.65218332409859,11699.0,0.0008294371151941,-0.0008294371151941,1.3341339920876294,weekend_oriented
Blackstone Ave & 59th St,6498.0,2014.0,0.0020945716169106,0.0016683178650832,41.787877,-87.590461,8512.0,-0.0004262537518273,0.0004262537518273,0.7964960735254608,weekday_oriented
Blackstone Ave & Hyde Park Blvd,3120.0,1155.0,0.0010057038234474,0.0009567562731733,41.802562,-87.590368,4275.0,-4.894755027402191e-05,4.894755027402191e-05,0.9513301028961588,weekday_oriented
Blue Island Ave & 18th St,3378.0,1531.0,0.0010888677934632,0.0012682197872107,41.857556,-87.661535,4909.0,0.0001793519937475,-0.0001793519937475,1.1647140544611303,weekend_oriented
Bosworth Ave & Howard St,525.0,202.0,0.0001692290087531,0.0001673288027541,42.019537,-87.669563,727.0,-1.900205999036343e-06,1.900205999036343e-06,0.988771459547651,weekday_oriented
Bradley Park,46.0,14.0,1.4827684576468142e-05,1.159704573543494e-05,41.717878301935,-87.56459176540375,60.0,-3.2306388410332022e-06,3.2306388410332022e-06,0.7821358445940679,weekday_oriented
Broadway & Argyle St,4270.0,2046.0,0.0013763959378591,0.0016948253981928,41.97423,-87.65977350000001,6316.0,0.0003184294603337,-0.0003184294603337,1.2313500208951615,weekend_oriented
Broadway & Barry Ave,11913.0,6288.0,0.0038400479643361,0.0052087302560296,41.93758231600629,-87.6440978050232,18201.0,0.0013686822916934,-0.0013686822916934,1.3564231353310456,weekend_oriented
Broadway & Belmont Ave,9289.0,4188.0,0.0029942252615394,0.0034691733957143,41.94010600392988,-87.6454510048789,13477.0,0.0004749481341749,-0.0004749481341749,1.1586213240714844,weekend_oriented
Broadway & Berwyn Ave,5000.0,2182.0,0.0016117048452682,0.0018074824139085,41.97836100000001,-87.659789,7182.0,0.0001957775686402,-0.0001957775686402,1.1214722706472768,weekend_oriented
Broadway & Cornelia Ave,13156.0,6306.0,0.0042407177888698,0.0052236407434037,41.945529,-87.646439,19462.0,0.0009829229545338,-0.0009829229545338,1.2317821585137028,weekend_oriented
Broadway & Cuyler Ave,333.0,201.0,0.0001073395426948,0.0001665004423444,41.955417,-87.6515,534.0,5.916089964959156e-05,-5.916089964959156e-05,1.5511514863285714,weekend_oriented
Broadway & Granville Ave,4304.0,2335.0,0.0013873555308069,0.0019342215565886,41.9947796884,-87.6602845349,6639.0,0.0005468660257816,-0.0005468660257816,1.3941784347701922,weekend_oriented
Broadway & Oakdale Ave,2627.0,1441.0,0.0008467897257039,0.0011936673503401,41.93558083163717,-87.64404965678466,4068.0,0.0003468776246361,-0.0003468776246361,1.409637959069293,weekend_oriented
Broadway & Ridge Ave,3227.0,1664.0,0.0010401943071361,0.0013783917216974,41.9840446107,-87.6602738295,4891.0,0.0003381974145612,-0.0003381974145612,1.325128764032195,weekend_oriented
Broadway & Roscoe Ave,639.0,292.0,0.0002059758792252,0.0002418812396247,41.94360000000001,-87.64532000000001,931.0,3.590536039950015e-05,-3.590536039950015e-05,1.174317430842463,weekend_oriented
Broadway & Sheridan Rd,9007.0,4286.0,0.0029033251082662,0.0035503527158624,41.952833,-87.649993,13293.0,0.0006470276075961,-0.0006470276075961,1.222857365472644,weekend_oriented
Broadway & Sunnyside Ave,1742.0,796.0,0.0005615179680914,0.0006593748861004,41.963419,-87.656069,2538.0,9.785691800897624e-05,-9.785691800897624e-05,1.1742717941329384,weekend_oriented
Broadway & Thorndale Ave,4128.0,2264.0,0.0013306235202534,0.0018754079675017,41.98974251144,-87.6601406209,6392.0,0.0005447844472482,-0.0005447844472482,1.409420117363005,weekend_oriented
Broadway & Waveland Ave,12636.0,5882.0,0.0040731004849619,0.004872415929702,41.949074,-87.648636,18518.0,0.00079931544474,-0.00079931544474,1.1962424574224657,weekend_oriented
Broadway & Wilson Ave,6703.0,2908.0,0.0021606515155666,0.0024088720713317,41.965221,-87.658139,9611.0,0.0002482205557651,-0.0002482205557651,1.1148822191337056,weekend_oriented
Buckingham Fountain,6292.0,3598.0,0.0020281693772855,0.0029804407540067,41.87130745884732,-87.62309887518705,9890.0,0.0009522713767211,-0.0009522713767211,1.4695223771070225,weekend_oriented
Budlong Woods Library,451.0,252.0,0.0001453757770431,0.0002087468232378,41.98366470886,-87.6964225611,703.0,6.337104619463037e-05,-6.337104619463037e-05,1.4359090047497731,weekend_oriented
Burley Ave & 85th St,43.0,25.0,1.3860661669307176e-05,2.0709010241848105e-05,41.74117,-87.54518,68.0,6.848348572540928e-06,-6.848348572540928e-06,1.4940496122268443,weekend_oriented
Burling St & Armitage Ave,596.0,354.0,0.0001921152175559,0.0002932395850245,41.91808,-87.64728,950.0,0.0001011243674685,-0.0001011243674685,1.5263708017732818,weekend_oriented
Burling St & Diversey Pkwy,7404.0,3481.0,0.0023866125348732,0.0028835225860749,41.93314,-87.64776,10885.0,0.0004969100512016,-0.0004969100512016,1.208207170512026,weekend_oriented
Burnham Greenway & 105th St,62.0,41.0,1.9985140081326627e-05,3.396277679663089e-05,41.7045750872071,-87.52823173999786,103.0,1.3977636715304262e-05,-1.3977636715304262e-05,1.6993664939016313,weekend_oriented
Burnham Greenway & 112th St,119.0,94.0,3.8358575317384974e-05,7.786587850934887e-05,41.69177385116831,-87.53043115139008,213.0,3.95073031919639e-05,-3.95073031919639e-05,2.029920244556481,weekend_oriented
Burnham Harbor,5049.0,3554.0,0.0016274995527519,0.0029439928959811,41.85741178707404,-87.61379152536392,8603.0,0.0013164933432292,-0.0013164933432292,1.80890500528752,weekend_oriented
California & 16th St,162.0,97.0,5.221923698669216e-05,8.035095973837065e-05,41.859228,-87.695562,259.0,2.813172275167849e-05,-2.813172275167849e-05,1.5387130425862985,weekend_oriented
California Ave & 21st St,696.0,237.0,0.0002243493144613,0.0001963214170927,41.8537957934734,-87.69582286477088,933.0,-2.802789736862401e-05,2.802789736862401e-05,0.8750708353767284,weekday_oriented
California Ave & 23rd Pl,364.0,118.0,0.0001173321127355,9.774652834152306e-05,41.84910969176,-87.69513980680001,482.0,-1.958558439400745e-05,1.958558439400745e-05,0.8330770919019811,weekday_oriented
California Ave & 26th St,161.0,20.0,5.1896896017638496e-05,1.6567208193478485e-05,41.8436799145765,-87.69496858119965,181.0,-3.5329687824160014e-05,3.5329687824160014e-05,0.3192462404997586,weekday_oriented
California Ave & 36th St,58.0,19.0,1.8695776205112005e-05,1.573884778380456e-05,41.828098,-87.694684,77.0,-2.9569284213074443e-06,2.9569284213074443e-06,0.8418482208446731,weekday_oriented
California Ave & 41st St,220.0,88.0,7.091501319180416e-05,7.289571605130533e-05,41.81867,-87.69441,308.0,1.980702859501169e-06,-1.980702859501169e-06,1.0279302624379634,weekend_oriented
California Ave & 71st St,109.0,34.0,3.5135165626848426e-05,2.8164253928913426e-05,41.764748,-87.693121,143.0,-6.970911697935004e-06,6.970911697935004e-06,0.8016029474596864,weekday_oriented
California Ave & Altgeld St,2161.0,929.0,0.0006965788341249,0.000769546820587,41.92669,-87.697668,3090.0,7.296798646212656e-05,-7.296798646212656e-05,1.104751792813224,weekend_oriented
California Ave & Byron St,1724.0,784.0,0.0005557158306485,0.0006494345611843,41.95216219326,-87.698051113,2508.0,9.37187305358548e-05,-9.37187305358548e-05,1.1686447582062405,weekend_oriented
California Ave & Cortez St,3742.0,1642.0,0.0012061999061987,0.0013601677926845,41.900363,-87.696704,5384.0,0.0001539678864858,-0.0001539678864858,1.1276469663507551,weekend_oriented
California Ave & Division St,2337.0,1253.0,0.0007533108446783,0.0010379355933214,41.903029,-87.697474,3590.0,0.000284624748643,-0.000284624748643,1.377831240347147,weekend_oriented
California Ave & Fletcher St,2152.0,921.0,0.0006936777654034,0.0007629199373096,41.93842879148,-87.698007756,3073.0,6.924217190621806e-05,-6.924217190621806e-05,1.0998187855237929,weekend_oriented
California Ave & Francis Pl,2655.0,1364.0,0.0008558152728374,0.0011298835987952,41.91849116331977,-87.69742283132375,4019.0,0.0002740683259577,-0.0002740683259577,1.3202420129838215,weekend_oriented
California Ave & Granville Ave,846.0,307.0,0.0002727004598193,0.0002543066457698,41.9941803,-87.6995596,1153.0,-1.839381404949764e-05,1.839381404949764e-05,0.932549631154598,weekday_oriented
California Ave & Lake St,586.0,115.0,0.0001888918078654,9.526144711250127e-05,41.88445395657,-87.6962981368,701.0,-9.363036075294069e-05,9.363036075294069e-05,0.5043201389666546,weekday_oriented
California Ave & Madison St,134.0,50.0,4.319368985318981e-05,4.141802048369621e-05,41.88098,-87.69598,184.0,-1.775669369493599e-06,1.775669369493599e-06,0.9588914893120256,weekday_oriented
California Ave & Marquette Rd,73.0,33.0,2.3530890740916837e-05,2.73358935192395e-05,41.771611,-87.693331,106.0,3.805002778322665e-06,-3.805002778322665e-06,1.1616955823998705,weekend_oriented
California Ave & Milwaukee Ave,7295.0,3104.0,0.0023514773692464,0.0025712307116278,41.922695,-87.697153,10399.0,0.0002197533423814,-0.0002197533423814,1.09345326976232,weekend_oriented
California Ave & Montrose Ave,2240.0,1122.0,0.0007220437706801,0.0009294203796541,41.961068,-87.69543899999998,3362.0,0.0002073766089739,-0.0002073766089739,1.287207410668732,weekend_oriented
California Ave & North Ave,2470.0,1151.0,0.0007961821935625,0.0009534428315346,41.910044,-87.697167,3621.0,0.0001572606379721,-0.0001572606379721,1.1975181581873064,weekend_oriented
California Ave & Touhy Ave,221.0,74.0,7.123735416085781e-05,6.129867031587039e-05,42.0120368,-87.7004371,295.0,-9.938683844987416e-06,9.938683844987416e-06,0.8604868969523686,weekday_oriented
California Ave & Winona St,339.0,85.0,0.0001092735885091,7.041063482228355e-05,41.97471199999999,-87.697852,424.0,-3.886295368690558e-05,3.886295368690558e-05,0.6443550672017629,weekday_oriented
Calumet Ave & 18th St,5310.0,2817.0,0.0017116305456749,0.0023334912740514,41.85761755293753,-87.61941075325012,8127.0,0.0006218607283765,-0.0006218607283765,1.3633145988386948,weekend_oriented
Calumet Ave & 21st St,3458.0,1499.0,0.0011146550709875,0.0012417122541012,41.85418424947,-87.6191537415,4957.0,0.0001270571831136,-0.0001270571831136,1.1139877908717664,weekend_oriented
Calumet Ave & 33rd St,2864.0,936.0,0.0009231845353696,0.0007753453434547,41.83480568947368,-87.61795095789473,3800.0,-0.0001478391919148,0.0001478391919148,0.8398597180623321,weekday_oriented
Calumet Ave & 35th St,927.0,440.0,0.0002988100783127,0.0003644785802565,41.831379,-87.618034,1367.0,6.566850194378819e-05,-6.566850194378819e-05,1.219765954845419,weekend_oriented
Calumet Ave & 51st St,465.0,175.0,0.0001498885506099,0.0001449630716929,41.80229465088,-87.6180535802,640.0,-4.925478917012978e-06,4.925478917012978e-06,0.9671392775749236,weekday_oriented
Calumet Park,87.0,65.0,2.8043664307668007e-05,5.384342662880507e-05,41.71370983035615,-87.53084421157837,152.0,2.5799762321137064e-05,-2.5799762321137064e-05,1.9199526169433545,weekend_oriented
Campbell Ave & 51st St,77.0,36.0,2.4820254617131452e-05,2.9820974748261272e-05,41.80094,-87.68676,113.0,5.000720131129817e-06,-5.000720131129817e-06,1.2014692733411774,weekend_oriented
Campbell Ave & Augusta Blvd,1943.0,687.0,0.0006263085028712,0.0005690836014459,41.899578,-87.689497,2630.0,-5.722490142526617e-05,5.722490142526617e-05,0.9086315932251956,weekday_oriented
Campbell Ave & Fullerton Ave,1604.0,870.0,0.000517034914362,0.0007206735564163,41.92463247165,-87.6893070063,2474.0,0.0002036386420542,-0.0002036386420542,1.3938578276627214,weekend_oriented
Campbell Ave & Irving Park Rd,494.0,202.0,0.0001592364387125,0.0001673288027541,41.953634,-87.690782,696.0,8.092364041626965e-06,-8.092364041626965e-06,1.050819481317062,weekend_oriented
Campbell Ave & Montrose Ave,2420.0,964.0,0.0007800651451098,0.0007985394349256,41.96152399999999,-87.69117699999998,3384.0,1.8474289815817164e-05,-1.8474289815817164e-05,1.0236829785930726,weekend_oriented
Campbell Ave & North Ave,3921.0,1585.0,0.0012638989396593,0.0013129512493331,41.910535,-87.689556,5506.0,4.905230967378765e-05,-4.905230967378765e-05,1.0388102793066096,weekend_oriented
Canal St & Adams St,19724.0,1747.0,0.0063578532736142,0.0014471456357003,41.879255,-87.639904,21471.0,-0.0049107076379139,0.0049107076379139,0.227615571767057,weekday_oriented
Canal St & Harrison St,2462.0,407.0,0.00079360346581,0.0003371426867372,41.874255,-87.639573,2869.0,-0.0004564607790728,0.0004564607790728,0.4248258436816331,weekday_oriented
Canal St & Jackson Blvd,10978.0,848.0,0.003538659158271,0.0007024496274034,41.87812864569744,-87.63996997065593,11826.0,-0.0028362095308675,0.0028362095308675,0.1985075130093029,weekday_oriented
Canal St & Madison St,26693.0,2608.0,0.0086042474869492,0.0021603639484295,41.882409,-87.639767,29301.0,-0.0064438835385196,0.0064438835385196,0.2510811899152377,weekday_oriented
Canal St & Monroe St,8577.0,674.0,0.0027647184915732,0.0005583149161202,41.8829056,-87.6397409,9251.0,-0.0022064035754529,0.0022064035754529,0.20194306070542,weekday_oriented
Canal St & Taylor St,3757.0,1330.0,0.0012110350207345,0.0011017193448663,41.870257,-87.639474,5087.0,-0.0001093156758682,0.0001093156758682,0.909733753582362,weekday_oriented
Cannon Dr & Fullerton Ave,2744.0,2091.0,0.0008845036190832,0.0017321016166281,41.9267559875,-87.6344287848,4835.0,0.0008475979975449,-0.0008475979975449,1.9582742466890253,weekend_oriented
Carpenter St & Fulton St,955.0,187.0,0.0003078356254462,0.000154903396609,41.88668,-87.65315,1142.0,-0.0001529322288372,0.0001529322288372,0.5032032701907189,weekday_oriented
Carpenter St & Huron St,6010.0,1982.0,0.0019372692240124,0.0016418103319737,41.894556,-87.65344900000001,7992.0,-0.0002954588920387,0.0002954588920387,0.8474870008445199,weekday_oriented
Central & Elston,105.0,40.0,3.3845801750633804e-05,3.313441638695697e-05,41.9855,-87.7682,145.0,-7.113853636768353e-07,7.113853636768353e-07,0.9789821984092332,weekday_oriented
Central Ave & Altgeld St,171.0,60.0,5.512030570817505e-05,4.970162458043545e-05,41.9258119,-87.7663685,231.0,-5.4186811277396e-06,5.4186811277396e-06,0.9016953416084272,weekday_oriented
Central Ave & Chicago Ave,101.0,75.0,3.255643787441918e-05,6.212703072554431e-05,41.894958,-87.764902,176.0,2.957059285112513e-05,-2.957059285112513e-05,1.9082592114645216,weekend_oriented
