simulation_id,difference_score,education_diff,food_drink_diff,health_diff,office_diff,recreation_diff,retail_diff,tourism_diff,transit_diff
17,0.0006230319176828503,-1.820022913309651e-05,-8.04987489413378e-05,7.025331760983702e-05,0.00014320738621054901,4.143014045511137e-06,-4.5833235791492566e-05,-0.00016698374497553514,9.391224097549111e-05
18,0.0006784254960242988,1.7094849712445855e-05,-4.2244203331986974e-05,-1.4825893112940802e-05,-1.8528682052876277e-05,2.501333466742306e-06,3.507928654444825e-05,0.00028453727828856024,-0.00026361396951429805
19,0.0010219817050410836,-2.479323959300294e-05,0.0002164718880501293,-1.7659428728028503e-05,1.7447057956108958e-05,6.615922571001978e-06,0.00010165791135827162,0.000168798072585033,-0.0004685381841995073
20,0.0014564871146582892,-2.2269187276945795e-05,-0.0004491538659258665,-7.239825047778217e-05,-0.00013886264922395586,-4.555960442451101e-05,0.00019076527753328354,0.00017257922447477814,0.0003648990553211662
21,0.0006999366330441388,-3.217150957852792e-06,3.845679725539286e-05,-3.510001418708178e-05,-3.23344658551758e-05,2.1781157935028134e-05,-0.0002648452510020105,0.00028973036133166097,-1.4471434519935933e-05
22,0.0012856535607457913,4.088796127683751e-05,0.00025262802307557397,1.2277852285719204e-05,0.00016084774220990333,-1.7870958923324118e-05,-6.423816691611406e-05,-0.0005607176545335824,0.0001761852015247367
23,0.001008133248456818,2.378686058671694e-05,0.00019446285324487,-2.288944170742227e-05,-0.00010280053157357694,1.3806681843548524e-05,-0.00037837665094744843,2.115955551203197e-05,0.000250850673041203
24,0.0006701824171697363,3.6837833277663518e-06,0.0002024041122014042,2.2478598054175014e-05,-5.155104611438699e-05,-2.7376253188351324e-05,-0.00019678269351344757,0.00010652471500155469,-5.9381215768650186e-05
25,0.0017109947902293945,-8.775155055162215e-06,0.00013904142852777523,0.00016793431394441713,0.00024426061791546494,2.079200556712006e-05,0.00028346902915990513,-0.0003347715550940933,-0.0005119506849654565
26,0.0010371142329944124,2.8435954818266385e-05,-0.00022714086088676533,-3.294816052954591e-05,-0.00011385178700334952,-1.8151675659402663e-05,-0.0001264646324181662,4.2433583766834926e-05,0.00044768757791208147
27,0.001475709601228419,-2.5378289026682307e-06,0.00030753077984974064,3.9863446484975085e-05,9.37829851562419e-05,-3.1892349073893433e-06,0.00029667758912327313,-0.0004720288900086772,-0.0002600988467954535
28,0.0015561720853267966,-1.2421146241511395e-05,-0.0003915715374301909,-0.0001041983446325688,-9.038136492597881e-06,-1.6900869287333337e-05,-0.0002439560085792103,0.0005199641500994168,0.0002581218925639672
29,0.001106400055436281,2.4706778986896896e-05,-7.527148299429909e-05,-4.762382009987701e-05,-0.0001557612261673877,-3.8834587997584394e-05,-0.00023570891045895936,0.00023402027731667108,0.0002944729714146055
30,0.0016091130081061751,1.438979186230583e-05,0.00019567863182529122,5.456819361977436e-05,0.00027443342404091797,-1.8061251613046142e-05,0.0002654864627047726,-2.1207794475952557e-05,-0.0007652874579641145
31,0.00138187333544342,9.238534587948516e-07,0.0002138137555073305,-2.0252325870009913e-05,-1.5068011608637688e-05,-2.229992608357434e-05,8.12137694260473e-05,-0.0006333164041594508,0.00039498528932957466
32,0.0005335069807591913,2.5375709109035603e-05,-0.00013134198406911102,1.7880353576714414e-05,-4.477929688233295e-05,4.803346303073469e-05,5.9587113235171074e-05,-9.063220942814865e-05,0.0001158768514279429
33,0.0013205019360108912,-2.0740401658047962e-05,-0.0005471899022997384,3.377327787009582e-05,2.4513353219991763e-05,-3.028856642616623e-05,0.00021731752968612295,0.0003846468072292164,-6.203209762151163e-05
34,0.0011807118812151877,-2.9590710551192882e-05,-0.00015636930091950108,-2.7219124057467625e-05,-0.00019112418709849727,-1.2821034386809038e-05,-0.0001732315835941689,0.00031295059365518685,0.0002774053469523641
35,0.0017508384501214022,3.9361689143954486e-05,-0.0008459453626850078,-5.164462815072934e-06,-2.4309399560648592e-05,8.220906200593486e-06,3.616388745586452e-05,0.0006312400398291035,0.00016043270243115693
36,0.0005724310367461495,-4.8159205279804315e-05,-0.00010378778181241444,-7.314088289402457e-05,3.4161811567928746e-05,1.4476247337195242e-06,-5.1056324576692624e-05,-1.0071323810173505e-05,0.0002506060820713918
37,0.0009402184352852571,-1.7963295130469722e-05,-0.00011474940180278281,-5.3565377146059384e-05,6.322312087650439e-05,3.003170179810208e-05,0.0003605541789022948,-0.0002838311435632984,1.63002160657455e-05
38,0.0004629804607709431,-4.6740065642982345e-06,0.000168035998914573,8.786296539147614e-06,-1.2541045580662102e-05,4.2360527043141735e-05,-0.00010713774685641719,-0.00010713743138410226,1.2307407888600963e-05
39,0.0006871094588845909,3.495953972121584e-05,-0.00019416231969648923,-4.35404183576904e-06,-6.974688493145698e-05,1.9479985107775932e-05,-7.52914829785789e-05,6.798057400289603e-05,0.00022113463061040894
40,0.0009206283063221748,7.208090261856016e-06,-5.337023326257295e-05,-6.2299911348200065e-06,-7.477727036508952e-05,-3.2342382067108294e-06,-0.00027192920210578064,-5.077321808606705e-05,0.0004531060628992778
41,0.0011767066776115958,5.923108333227584e-05,2.4055028987057803e-06,4.715742297534825e-06,1.4061763204883948e-05,1.3783831194425639e-05,0.0004941554158780226,-0.0005238204686713877,-6.453287013435949e-05
42,0.001578383336644354,1.7816212983735175e-05,-0.000670886405611193,-2.0072727330115725e-05,-6.155167525914718e-05,4.004243879199981e-06,0.00022648862527382962,0.0005408825861853706,-3.668086012176275e-05
43,0.0015318216948852605,-1.6758549953249137e-05,-0.0003418331360999227,-1.5304113190443835e-05,-0.00010260205120282001,8.568217459124089e-06,-0.0002894129969962522,0.00025349127979801267,0.0005038513501854358
44,0.0005247084467344607,1.4358179218597333e-06,-0.0001096922755783325,-3.8521700596011454e-05,-0.00011414024719289678,4.5208212074050735e-06,2.2962017408978408e-05,9.774042811927508e-05,0.00013569513870970162
45,0.00041745207478547774,2.1752117313768825e-05,1.943870642495682e-05,-4.974367439108257e-05,-5.567301279085779e-05,4.22473793417269e-06,-0.00010330935021082843,1.9627243195138866e-05,0.00014368323252467174
46,0.0009044020684035722,4.495101798362381e-05,0.0001619947369262409,5.320800761314526e-05,-4.92137511878335e-05,-2.0861268752695936e-05,-0.0001327642141960017,-0.00024936180006526754,0.00019204727167876356
47,0.0018561655850278256,-6.070048439237464e-05,0.00017755987023837516,-1.6302088359988753e-05,4.8872541867923947e-05,5.7680341910889416e-05,0.0006439700384966995,-0.0004411160590841734,-0.0004099641606774007
48,0.0011312359640340604,-5.073261324241643e-05,8.304484958826519e-05,-1.642591024435952e-05,-0.00013598850297714266,1.594604660058903e-05,-0.00026108581048608914,0.00046662708582817514,-0.00010138514506702334
49,0.0008035508128768232,-8.355690779331126e-06,3.717114612622474e-05,-3.9232329222864404e-05,0.0001098210552185272,-2.619878767166385e-05,0.00014977521133699434,-0.00032798859876453923,0.00010500799375667835
50,0.0016584434338664782,4.342032580983979e-07,0.0004551916363199071,1.7823943198561065e-05,8.907736405180944e-05,5.5935035783589646e-05,0.00021075953432131422,-0.0005952490048940773,-0.00023397271203912107
51,0.0006799544097066505,-5.467613496241974e-06,0.00014246975915660487,-7.077471293512327e-06,-0.00010439972836281258,4.670867059166847e-05,0.0001507987751050155,-0.0001720126326389404,-5.101975906185441e-05
52,0.0012407059227610966,-2.618863391132438e-05,0.0003600218714917558,2.4341628628021805e-06,7.552262045103231e-05,2.721211277527391e-07,0.0001821021854472027,-0.00023477525316950576,-0.0003593890742997208
53,0.0014331760917206974,-9.17328775430883e-05,0.00042957359134182527,4.8827892059490063e-05,-7.604752439260842e-05,-1.4131759669173613e-05,0.0002381865624590529,-0.0001052025287683056,-0.00042947335548715326
54,0.0016472232213877872,8.484323691286023e-06,0.000534052136753782,-6.269587193080683e-05,-0.00023714523171643187,3.265253761769449e-05,0.00024842261263116616,-0.00036726327857351804,-0.00015650722847310172
55,0.0011167144675291322,-3.748939777561185e-05,-0.0001934782989820305,-6.546901342800379e-05,-0.00014965345490455112,-4.581493501345721e-06,0.00016662772676329096,0.00039172950700125386,-0.00010768557517304433
56,0.0011736297295826918,2.81429628264801e-05,-0.00010886973818424739,-0.0001244768436578815,-0.00014637235530962772,-7.190590949848752e-06,-0.00019990533668973187,0.00010549632432785283,0.00045317557763702165
57,0.0008136530506109487,1.4853700219386382e-05,-9.423990708640195e-05,3.3639661169260204e-05,2.4079305692072117e-05,5.361426152650575e-05,0.0002806395966982733,-9.481833007264628e-05,-0.0002177682881464027
58,0.0010445636888254733,-5.23970890788485e-05,-0.0004277963857344247,1.0019986072043463e-06,-4.208836959948559e-05,3.290925671260887e-05,0.00020207926753823546,0.00016860224659548395,0.0001176890749591819
59,0.0008819269560201189,2.636107935879463e-05,0.00017538913791231847,5.3105801697758e-05,6.016191408901583e-05,6.741183311021956e-06,-4.918245984647518e-05,-0.00039178101816358946,0.00011920436164114534
60,0.0008090888710108905,-6.808282668235681e-06,0.0002350925478329935,3.0120264118228823e-05,8.871940403720746e-05,1.636193931518065e-05,-0.0001852991511726021,-0.00021243700166456714,3.425028020187515e-05
61,0.0010387912538475062,-2.3443514010276778e-07,-0.0003548450073886933,-4.36925949163329e-05,-0.00010135106557141588,-1.9272523907192668e-05,0.00015660069855338854,0.00028300062546549043,7.979430290488976e-05
62,0.0017885355438517735,7.495823270410248e-05,-0.0004133651237259728,-5.2970636884572264e-05,-0.0001672628268001783,1.5097712586127632e-05,-0.00026066918451517207,0.0002951636753910081,0.0005090481512446399
63,0.0019899678141821944,2.3046129170452637e-05,0.0005971135629697644,2.379467641333219e-05,4.2745900222990185e-05,9.636527675153939e-06,0.0002986471106393995,-0.0006411943844036594,-0.0003537895226874421
64,0.002493964514716206,-6.276563681038936e-05,0.0005015436850712707,2.561286183785927e-05,0.00018542990450638036,5.8557492180557474e-05,0.0004758383137620503,-0.0005565871183477317,-0.0006276295021999667
65,0.0012910154211386096,-3.33274762109783e-05,0.0004561319659119878,0.00010473014030466105,8.464560435263169e-05,-3.153936343723053e-05,-6.44386289642418e-05,-0.00013474261341984983,-0.00038145962853702864
66,0.0013717118262788208,-3.594761550016097e-05,0.0004624967815872183,-1.6525170665401823e-05,0.00012933018038222,1.1521918830871211e-05,8.25070323391408e-05,-0.00021104756728412832,-0.0004223355596896794
67,0.0005058131067190389,2.8679158304243182e-05,-4.219233363611519e-05,5.3116493688974004e-05,0.0001575091396781303,1.3601761688197128e-05,-5.1740935536781496e-05,-0.00012198979506669594,-3.698348911990168e-05
68,0.001432273677065163,-2.9612496609414223e-05,-0.0003948709433045927,8.314829743415186e-06,6.400211644971149e-05,-4.797164843167896e-05,-0.00024368175018690819,0.0005388906409478922,0.00010492925139155007
69,0.0011457322543033666,-9.65981977885215e-05,-9.64049570321146e-05,6.679040378432949e-05,0.00017414986000154065,-3.7397437894874652e-06,-5.679991900159331e-05,0.00033192586336579233,-0.0003193233095399872
70,0.0017530377822429005,3.012940087707399e-05,0.0006545668080747968,7.225961394592348e-05,2.0632493607133928e-05,2.4189315277582668e-05,7.474125933895626e-05,-0.0007914974757191467,-8.502141540228658e-05
71,0.001180157688957544,-4.2004542889921385e-05,0.00029032830776815066,-1.2810472038285448e-05,-1.0189383781077088e-05,1.518415470217957e-05,0.0002845663820084665,-0.0002261489765675584,-0.000298925469201905
72,0.0007471049745369799,2.0271552344772008e-05,2.1614682148229925e-05,4.1715858551477636e-05,1.82477324694591e-05,-2.3943204197393597e-05,2.743159551954477e-06,0.0002689595022025981,-0.00034960928307109507
73,0.0011838791296834017,2.4493453365873052e-06,-0.00025937110581303324,-7.40510560195036e-05,5.568266491451368e-06,5.341895734509855e-06,-0.0002585174030091675,0.00040687722147311756,0.0001717028358060313
74,0.0006952798791394418,-1.5692082466756824e-05,0.00011606439454564521,-0.00010432820378349084,-0.00010020976046563879,-2.8464770025871805e-05,-7.229897410201969e-05,-2.664614872595339e-05,0.0002315755450240653
75,0.0017383182051134202,-3.720661429299117e-05,-0.00042850940286198735,-4.406619030732778e-05,-0.0001515380540612482,2.8886663161458576e-05,0.0005588745470458678,0.000281397892349336,-0.00020783884103320327
76,0.00044006809677336715,-1.2553697836873573e-05,4.941311159106787e-05,3.3862379748561544e-06,-1.9007172193108435e-07,-2.9993515079460714e-06,-0.0001634407492984158,0.00016723469882069797,-4.085017802157864e-05
77,0.0010890657415246344,-1.7663825124907863e-05,2.4706887384318144e-06,8.230976211037397e-05,0.00014922756260707382,-1.0625395652323621e-06,0.00031052485730648227,-1.6890774557618005e-05,-0.0005089157315145143
78,0.001065800169286671,-7.97041310003372e-06,0.0002721183309041808,-2.8301305462788418e-05,3.4950467677055674e-05,5.034581448605524e-05,0.00017548547157608674,-0.0003519517648868098,-0.00014467660119366066
79,0.0005785095705729279,-5.595305659295349e-07,-0.00023083872401097327,5.511028981434324e-05,0.00010853608881151305,-1.6070325966309473e-05,5.007576169274719e-05,-4.1786204743266e-05,7.553264496784617e-05
80,0.001366190572461884,1.8247220301858234e-05,0.0001240288044407345,-4.034472824362978e-06,-3.771084727244994e-05,1.496913678802024e-05,-0.00044648510572856126,-0.0001948648604055414,0.0005258501247003555
81,0.0007980803888116119,-2.4674528258402002e-05,-0.00029030044081579387,5.233416909199498e-05,0.00018347686515202827,1.3725278860645534e-05,0.00014950388130119396,-4.866808596554195e-05,-3.53971393660113e-05
82,0.00046456566855557647,2.135608630539961e-05,3.630403533949611e-05,-5.624714097260397e-05,-4.932207551737455e-05,-1.1175252721621828e-05,-6.0832958671902526e-05,0.00017462271263288254,-5.470540639429533e-05
83,0.0012748428852903592,-1.5412965611242245e-05,-8.908875245594583e-05,8.090055265863594e-05,0.00018262316234811393,-2.0451775153376706e-05,-0.00039381934161514254,-0.00011864860780949615,0.0003738977276384059
84,0.001117702710360058,1.569377754914638e-05,-0.00020502039582870335,-7.134294686418283e-05,-2.768127514779506e-05,-1.2894347728166847e-05,-0.00024191238961118744,0.0004207229633191589,0.0001224346143117172
85,0.0003847080489736542,2.5736426336712623e-05,-3.1963080615593498e-06,-3.170777460377583e-05,2.2559765844254454e-05,-4.9386643631951777e-05,-0.00010806329818954796,3.925141076448202e-05,0.00010480642154137021
86,0.0010179036377276057,4.875286193118007e-05,-0.00038005382931399767,-4.115323980300942e-05,-1.0375651562317956e-05,-3.494260721985387e-06,-7.387483746246204e-05,0.00045626244081713174,3.936516115521371e-06
87,0.0006560141382871854,-3.0108515529028365e-05,-9.473139587706791e-05,-5.779452429948567e-06,9.274242958458995e-05,-1.1528535291467634e-05,-0.00018585917001606722,0.0001470193809814807,8.824525857753507e-05
88,0.0011953383069365654,-3.434998656579209e-05,-0.0001238539097377367,-8.344523181465571e-05,-3.544485500151656e-05,-2.3970792137454483e-05,-0.0002966043782111627,0.00024647849912799724,0.0003511906543402499
89,0.0010498836227404874,6.357738338957919e-06,-0.00018783191470345129,-1.7198426952969026e-05,-5.634719190453913e-05,-6.1385048386684155e-06,-0.00025742577297055425,0.00014702315571590852,0.00037156091731543883
90,0.0021413510638817797,2.4278785331819513e-05,0.0005148188751255556,3.514876927595417e-05,3.1739387622277404e-05,2.762055123523184e-05,0.0004370691633500401,-0.00047735868365295087,-0.0005933168482879503
91,0.0010866816034094317,-8.939594181258358e-06,-0.0003932523158934331,-6.0941783545796074e-05,-6.447067485526592e-05,-1.5736433228958485e-05,2.915329933400601e-05,0.00016197766363131028,0.0003522098387394035
92,0.0016121004501999355,4.433264985063273e-08,-0.000282812456927517,-0.00013964681347995375,-0.00025723752394903043,-4.374744139268999e-05,-8.26059893508091e-05,0.0002806555275094713,0.0005253503649406133
93,0.0010500504571406156,5.460543874883164e-06,0.0001868712563089514,-1.2476256232990535e-08,0.00012312178864076068,-4.884342327418981e-05,-7.60195884739745e-05,0.00020957163974566484,-0.0004001497405659582
94,0.0005609596815526977,-1.658565530877204e-06,4.7194108813153335e-05,2.363560416861199e-05,1.706900403813244e-05,-2.1612153165621525e-05,0.00010904346598128445,8.353765777519007e-05,-0.0002572091220798267
95,0.001191359322551445,-2.558647260946824e-05,-0.0002994813397398932,-4.732727355246866e-05,-0.00014832358755702962,-7.057337035196176e-06,-6.790365078171434e-05,0.0004121407673380456,0.00018353889393762923
96,0.0008343333563761556,1.0576989301170486e-05,2.5365722299830473e-06,2.890218329125796e-05,5.196409795439616e-06,-2.354430577734476e-06,-0.00033409703266693014,-8.071521494339151e-05,0.0003699545235702484
97,0.0007247337890662151,-5.162508996026452e-05,2.1551934974384235e-05,2.603823778420805e-05,-4.427031925030578e-05,1.823055804837763e-05,0.0002965461637260691,-8.604979098175702e-05,-0.00018042169434084876
98,0.0006899743760046114,1.1855100903414816e-05,-0.00010045739532493769,-4.1338644772504624e-05,-6.948214743042469e-05,-3.522387461863882e-05,-9.848512585577951e-05,0.00016388377784611052,0.00016924830925280077
99,0.0009334365158890955,5.925399632350243e-05,0.00018842150530606894,6.913661248023062e-05,8.138217907854156e-05,5.789139423234557e-05,-3.421649388185566e-05,-0.0004325017640626899,1.0632570523860796e-05
100,0.0009046996283522124,9.414909709661023e-07,2.991843208732803e-06,8.818618675938625e-05,-7.183551948286571e-07,3.4277278154151714e-05,0.00029078026331408324,-0.00045163145898127754,3.517275176878609e-05
101,0.0007611451411023984,-4.5909974788201774e-05,-0.00022361048662550287,-7.070922194316737e-05,-3.852885774410092e-05,-1.81402945021239e-06,0.00014808497702098466,0.00013493817543214215,9.754941809808626e-05
102,0.0013082562077586946,-9.137532609972826e-06,0.0001573075253705758,2.5538542062077813e-05,-3.511709371149807e-06,4.083215988348772e-05,0.0004304498765632103,-7.885687527034446e-05,-0.0005626219866278759
103,0.0009030594938539138,-2.5984294494746027e-05,0.0002720129103016,1.6770013769047687e-05,-5.480574042959763e-05,-7.603196847828092e-07,-5.219818427509848e-05,0.00016274682285633002,-0.00031778120804271115
104,0.0010164041039981576,3.875141431346207e-06,0.00010222580206897813,3.790919600712636e-05,1.9223674824542236e-05,1.2754873920132678e-05,0.0002586592914644581,7.3554072282489e-05,-0.0005082020519990849
105,0.0007647178144175072,6.25312968915992e-06,-0.00022046650808105195,5.269774175503672e-07,2.3258715069487956e-05,2.6194095576363013e-05,-0.00014936772819881816,0.0003261259894561941,-1.2524670928881765e-05
106,0.0005895245493555273,1.5227536706255429e-05,0.0001907938043199664,1.6090912988320216e-05,1.3890707057782892e-05,1.9019040297670042e-05,-0.00027552525456470134,3.9740273307803387e-05,-1.9237020113027636e-05
107,0.0008769879328334477,-7.230519845780308e-05,2.314670669478769e-05,4.363576649114853e-05,-8.976159540091677e-05,-3.428696787100005e-06,-6.452286234184812e-05,0.00037171149323082797,-0.00020847561342901555
108,0.0013393665384966152,4.318602459326727e-05,-0.0002695471595058896,5.6951214171964415e-05,7.174253992286994e-05,2.58601547183622e-05,0.00047194333584185677,-4.662303982508331e-05,-0.0003535130699173217
109,0.0009065504908722802,1.632855903717801e-05,0.00021676317215035823,-5.632948853539349e-05,-0.00010193087765165282,7.3939485726835785e-06,-3.366543252100729e-05,0.00021278956567594154,-0.00026134944672806526
110,0.00220494887220528,-5.434518086803661e-05,0.0006942200945158072,6.315218517591661e-05,0.0001928577847840618,-4.440042284373398e-05,0.00015224437162683624,-0.00038558052518652963,-0.0006181483072043581
111,0.0011127874021285662,2.186620450667868e-05,-0.00024077442117209635,-1.875766112208882e-05,8.506065008699604e-05,1.1692884405514747e-08,-0.00014248593739774051,-0.00015437568137231794,0.00044945515358624233
112,0.0014921955275000948,-3.153310154484657e-05,0.0004952090560212397,2.1660167561908528e-05,0.00018104135056452864,4.818718960241872e-05,-2.1284735216703377e-05,-0.0006255704437702903,-6.770948321815906e-05
113,0.0012325212527556448,4.527716311740135e-05,0.0002646363413375541,1.9031739865817132e-05,-2.7917898771968874e-05,2.6282878067258528e-05,0.0002610325039897887,-0.0004085163645388412,-0.00017982636306701494
114,0.0010861981132085198,-2.5381529071544055e-05,0.00016882113155408662,4.777934975268294e-07,-1.6641936905377464e-05,3.5048397422110175e-05,0.0002758137613999567,6.293797273057566e-05,-0.0005010755906273423
115,0.0019471012303496462,-1.576368055297272e-05,-0.0003840404418662957,-3.599759560666063e-05,-0.0001196302981366637,-3.9710061673426875e-05,-0.0003784085373388091,0.0004170532713464181,0.0005564973438283993
116,0.0011786048153186734,6.504187167476888e-06,0.0005249422633606393,-2.3634735237962334e-05,5.785595713123093e-05,-3.376023120005636e-05,-0.00021410291089130062,-0.000214700204814261,-0.000103104325515746
117,0.0013811116285606766,2.7831340155852133e-05,0.0001947576606489143,-5.810797836169196e-05,-4.9848457533044344e-05,8.652798340854848e-06,-0.00047615462186256785,-0.00010644475652303587,0.00045931401513471526
118,0.0007649646094694453,-2.248614952920884e-05,0.00025960703099481286,1.2936797721165016e-06,4.796644414691714e-05,-2.9210315663840553e-05,7.361514982084927e-05,-0.00012049544203705798,-0.00021029039750464218
119,0.0013187157379605276,-3.076793327931246e-05,-0.00012973751930789312,-9.036497563476645e-05,-0.0001731124837633033,2.4104862269107297e-06,-0.00023537495699502142,3.8893044799731546e-05,0.0006180543379535886
120,0.0008608947709912839,2.696340121888935e-05,0.00013116997996270863,4.057230602113812e-05,6.889097456679039e-05,-1.7870783889645594e-05,-0.00013994741821021783,0.00016285072372612674,-0.00027262918339576725
121,0.001758735894126227,-8.31794554234655e-06,0.0005358376442597401,1.8755519535333665e-05,6.545678550314016e-05,2.9085140738396506e-05,0.00023023285702658547,-0.00041076938308173827,-0.0004602806184389463
122,0.0011849527082775143,3.3763713040285692e-06,0.0004210508222733389,1.3093414364361011e-06,-3.9610905530909624e-05,-3.295194800042624e-05,9.324833912055519e-06,0.000157414985212892,-0.0005199135006074274
123,0.0010289066997752764,-2.572747841575549e-05,0.00021237085160291658,1.3378027189585306e-05,0.00015616338556625337,-5.123438481466347e-05,0.00013254108552895882,-0.00037959779447602204,-5.789369218112128e-05
124,0.0006211493606961913,-2.9106303536821643e-05,-5.784701152206084e-05,5.917391872709357e-05,8.425946481417645e-05,-1.574380197519841e-05,-1.1121168109196056e-06,-0.00020676544650313766,0.00016714129680678314
125,0.0010958498412877828,1.573224780017108e-05,0.0002769460184995909,7.13585432009188e-05,4.793618622801754e-06,2.0547063117781067e-05,0.00015854742940263344,-0.00017791409171154238,-0.0003700108289323434
126,0.0004245676500925187,2.8333349124659915e-05,0.00012352056603320838,-3.711056196339241e-05,-2.6442842442901682e-05,-4.5694726662510315e-06,-0.00014416094797370382,3.453150476555311e-05,2.5898405122848356e-05
127,0.0003862469243445807,2.829412484923067e-05,1.0821846201825025e-05,5.5132775770440345e-05,-8.844161023813246e-05,3.257233436556109e-05,-0.00010251903677699348,-2.1628151571917442e-06,6.630238098520591e-05
128,0.000878614078030325,-9.307544088102762e-06,0.0002581456817599692,3.242704789027662e-05,7.598111114523465e-05,1.6569781102772005e-05,-3.256368093906836e-05,-0.0003974358139879619,5.618341711693953e-05
129,0.0007276249173579288,-8.905190732166196e-07,0.00020595934996847642,7.770894561890535e-06,0.00010232942705901138,-6.476973054820277e-05,-0.00011014217418164884,-0.00018801003487585455,4.775278708962771e-05
130,0.0012059164971615736,2.807396973079912e-05,-0.0003153846124845372,1.8119654828650106e-05,-0.00015692916105731342,3.287513157730626e-05,-0.0001306444750389657,8.849933807178467e-05,0.0004353901543722172
131,0.0003235956455482176,-3.319025980611217e-05,5.8982837057297566e-05,3.678106886861876e-05,1.56218120405463e-05,3.2765270536555535e-05,-0.00010774135051080935,-2.0866212457143485e-05,1.764683427113445e-05
132,0.0005137543811514671,-2.071202968357503e-05,-4.0824071557921116e-05,-3.5494915495658946e-05,4.9226612457951846e-05,-5.719517447429906e-05,2.8049489310538744e-05,0.00017960108880728243,-0.00010265099936423994
133,0.0005907524239778155,5.941036203713831e-05,0.00018183889446771184,5.903622174036061e-06,-5.308248944000532e-05,4.045640888653522e-05,7.766924423502353e-06,-0.00017904756609363193,-6.324615645525444e-05
134,0.0008934232139445443,-4.5011397229006815e-05,0.00032111016961794414,-5.955128767652293e-05,2.8203640265095364e-05,-2.798209238766801e-05,9.739779708931029e-05,-0.00011264487488971131,-0.00020152195478928547
